id_contrato;cpf;dt_contratacao;produto;canal_originacao;valor_contratado;prazo_meses;taxa_juros_am;limite_aprovado;score_bureau;renda_declarada;idade;uf;sexo;status_contrato;fpd_15;over30_3m;over60_6m
C0039743;856TZXY35R4;29/09/2025;Empréstimo Pessoal;Site;R$ 581,73;10;6,35;R$ 614,15;650;R$ 3.020,00;18;RS;F;Ativo;0;0;NAO
C0029398;E993R9BQ9P2;24/06/2025;CDC;Loja;R$ 530,77;9;10,77;R$ 1.080,72;687;R$ 2.360,00;29;CE;M;Ativo;0;0;NAO
C0039438;LWVHDTFYZMJ;15/10/2025;Empréstimo Pessoal;Site;R$ 503,81;6;10,31;R$ 632,39;624;R$ 2.930,00;34;SP;M;Quitado;0;0;NAO
C0036920;56SYX96K3G2;19/10/2025;CDC;App;R$ 2.505,66;18;15,90;R$ 5.359,04;586;R$ 4.330,00;55;SP;F;Ativo;0;0;NAO
C0003252;NRTWLCYTWTS;10/11/2025;Empréstimo Pessoal;App;R$ 747,15;10;14,14;R$ 1.483,01;474;R$ 850,00;44;DF;M;Ativo;1;1;SIM
C0044887;QS6UMTZB6LX;02/11/2025;Empréstimo Pessoal;Loja;R$ 810,68;6;6,63;R$ 1.654,59;622;R$ 3.490,00;22;SP;F;Ativo;0;0;SIM
C0045538;AUXZVSG26HF;15/07/2025;Crediário;App;R$ 477,05;12;12,91;R$ 483,30;486;R$ 6.210,00;18;DF;F;Cancelado;0;0;SIM
C0050893;B6A7M5VYY4C;09/11/2025;Cartão;Loja;R$ 1.128,94;12;8,62;R$ 1.347,78;654;R$ 3.900,00;44;BA;M;Ativo;0;0;NAO
C0005570;CAYWPZRJUN9;03/10/2025;Crediário;App;R$ 1.308,72;6;10,47;R$ 1.724,41;565;R$ 1.130,00;24;GO;M;Ativo;0;0;NAO
C0014808;TMBWSVH4PHH;15/07/2025;Empréstimo Pessoal;Parceiro;R$ 622,19;9;11,95;R$ 1.359,51;579;;22;DF;M;Ativo;1;1;SIM
C0039448;NDX9RKCW82F;26/06/2025;Crediário;Loja;R$ 600,68;10;5,55;R$ 882,80;778;R$ 0,00;39;SP;M;Ativo;0;0;NAO
C0009009;8LJZECMTQBT;18/10/2025;Empréstimo Pessoal;App;R$ 676,91;6;9,42;R$ 884,19;646;R$ 4.340,00;51;RJ;M;Cancelado;0;0;NAO
C0051150;J55TG9T6Z8L;07/08/2025;Crediário;App;R$ 808,84;6;15,98;R$ 1.670,62;508;R$ 2.440,00;33;SP;M;Ativo;0;0;NAO
C0049102;CH374C8LADR;22/07/2025;Crediário;Loja;R$ 669,50;12;11,95;R$ 1.303,99;525;;54;MG;M;Ativo;0;0;NAO
C0042924;6HYB33VM3VX;08/08/2025;Cartão;App;R$ 613,25;12;4,09;R$ 662,52;830;R$ 1.210,00;18;SP;F;Cancelado;0;0;NAO
C0047302;AWUESTMP4PH;01/09/2025;Cartão;App;R$ 479,59;12;5,55;R$ 629,81;722;R$ 3.870,00;38;PR;F;Cancelado;0;0;NAO
C0042040;CHB9G8URFM2;05/11/2025;Crediário;Loja;R$ 589,49;10;12,60;R$ 716,37;561;R$ 0,00;26;PA;M;Ativo;0;0;SIM
C0012075;AFFDQYY3UE6;18/08/2025;Crediário;Site;R$ 534,74;3;5,70;R$ 1.241,46;687;R$ 1.600,00;35;SP;F;Quitado;0;0;NAO
C0006750;DP95XXNY4TD;21/08/2025;Crediário;Parceiro;R$ 1.016,57;3;10,62;R$ 1.200,88;650;R$ 2.560,00;70;RS;M;Ativo;0;0;SIM
C0007876;P6JED6V9JCQ;09/08/2025;Empréstimo Pessoal;App;R$ 463,96;3;8,12;R$ 858,14;596;R$ 1.610,00;33;MG;M;Ativo;0;0;NAO
C0034798;6L7BYBXTGZP;06/10/2025;Empréstimo Pessoal;App;R$ 1.277,37;3;9,93;R$ 1.808,58;603;R$ 2.060,00;46;DF;M;Quitado;0;0;NAO
C0050761;D8XM4XQJAR4;12/10/2025;Cartão;Site;R$ 571,33;18;10,86;R$ 906,45;627;R$ 4.320,00;29;GO;M;Ativo;0;0;NAO
C0003102;GJA7J3PLH4S;26/08/2025;Cartão;App;R$ 733,51;3;9,57;R$ 1.374,17;571;R$ 1.590,00;42;BA;M;Ativo;0;1;SIM
C0047208;WZYV6DE8FWC;12/07/2025;Empréstimo Pessoal;App;R$ 902,74;12;7,55;R$ 2.036,62;679;R$ 2.010,00;28;SC;F;Ativo;0;0;NAO
C0038986;CPMWEK4BJVD;30/06/2025;Cartão;Parceiro;R$ 911,49;6;6,41;R$ 1.112,82;811;R$ 3.760,00;43;RS;M;Ativo;0;0;NAO
C0038471;KWL3B6BGSDD;15/07/2025;Empréstimo Pessoal;App;R$ 953,03;12;12,36;R$ 1.813,27;599;R$ 3.820,00;18;RS;M;Quitado;0;0;NAO
C0013762;KCHTH9G2LGG;20/08/2025;Empréstimo Pessoal;Loja;R$ 298,58;12;8,78;R$ 308,08;639;R$ 1.870,00;29;SP;M;Quitado;0;0;NAO
C0045237;UTR45V3AYB6;16/08/2025;CDC;App;R$ 494,04;12;13,48;R$ 599,35;526;R$ 2.630,00;55;PR;F;Ativo;0;1;SIM
C0010695;NLZHCRH6MXN;13/11/2025;Crediário;Loja;R$ 602,58;3;8,00;R$ 1.082,85;580;R$ 3.180,00;46;SP;M;Quitado;1;1;SIM
C0044888;QS6UMTZB6LX;05/07/2025;CDC;Site;R$ 498,49;18;11,76;R$ 661,53;622;R$ 3.490,00;22;SP;F;Ativo;1;1;SIM
C0044927;SFUSM5DU9QD;21/10/2025;Crediário;Parceiro;R$ 234,63;6;8,42;R$ 421,17;600;R$ 3.430,00;33;RS;F;Ativo;0;0;NAO
C0027546;G3V8WMYDE2F;08/09/2025;Cartão;Site;R$ 915,67;12;9,06;R$ 2.020,33;625;R$ 1.770,00;36;RJ;F;Ativo;0;0;SIM
C0044813;85KMLW5D4AH;24/09/2025;Empréstimo Pessoal;Loja;R$ 569,82;24;5,08;R$ 1.040,02;748;R$ 5.030,00;24;CE;M;Cancelado;0;0;NAO
C0016108;8MTPY3B2X7C;20/06/2025;Empréstimo Pessoal;App;R$ 362,33;12;11,92;R$ 559,67;543;R$ 5.420,00;28;MG;M;Quitado;0;0;NAO
C0042144;5ULSTPRQGFH;16/07/2025;Empréstimo Pessoal;Loja;R$ 447,69;9;7,36;R$ 843,10;848;R$ 2.180,00;40;RS;M;Quitado;0;0;NAO
C0009729;P3BDM5AFR4E;29/07/2025;Cartão;App;R$ 1.018,13;6;13,78;R$ 1.931,85;505;R$ 2.710,00;30;PA;M;Ativo;0;0;SIM
C0047055;D7GQYJDPACJ;04/11/2025;Cartão;Parceiro;R$ 900,02;3;7,49;R$ 1.171,21;680;;32;SP;M;Quitado;0;0;NAO
C0041878;YBYFDDSXJQL;26/09/2025;Empréstimo Pessoal;App;R$ 1.368,50;6;8,95;R$ 2.359,92;698;R$ 4.300,00;52;SP;M;Ativo;0;0;NAO
C0028936;RQL6FXMUT28;25/10/2025;Cartão;Loja;R$ 2.070,40;6;5,20;R$ 2.768,39;720;R$ 1.330,00;49;SP;M;Ativo;0;0;NAO
C0014534;6Q8QN8MKSTT;04/08/2025;Empréstimo Pessoal;Parceiro;R$ 1.382,52;3;14,69;R$ 2.334,88;421;;33;SP;M;Ativo;0;1;SIM
C0010850;396LV9WAZUR;12/10/2025;Cartão;Loja;R$ 408,46;12;9,73;R$ 913,77;645;R$ 1.330,00;42;PE;F;Ativo;0;0;NAO
C0010809;D644LYFEU8J;07/08/2025;Crediário;Loja;R$ 1.027,94;18;7,73;R$ 1.355,58;679;R$ 3.010,00;38;MG;M;Cancelado;0;0;NAO
C0003773;G295Z6G9CAG;09/09/2025;Crediário;Loja;R$ 1.125,28;3;12,45;R$ 1.659,88;565;R$ 4.360,00;49;DF;F;Ativo;0;0;NAO
C0047956;DVTPEXAW96Q;25/09/2025;Empréstimo Pessoal;Site;R$ 872,26;3;10,75;R$ 1.005,84;513;R$ 2.060,00;34;PE;M;Cancelado;0;0;SIM
C0025506;MMC255CMEZT;26/07/2025;Empréstimo Pessoal;App;R$ 595,84;18;5,94;R$ 681,85;721;R$ 2.770,00;39;DF;F;Ativo;0;0;NAO
C0002846;B62LTNHKD3W;12/11/2025;Cartão;App;R$ 1.589,99;9;14,20;R$ 2.469,07;520;R$ 3.200,00;57;MG;F;Quitado;0;0;SIM
C0015739;HR7U6YETVX7;12/10/2025;CDC;Loja;R$ 413,62;6;9,62;R$ 619,28;608;R$ 2.760,00;57;BA;F;Quitado;0;0;NAO
C0003765;6X4FS83N7LA;20/08/2025;Empréstimo Pessoal;Loja;R$ 760,28;12;3,57;R$ 1.504,01;793;R$ 4.350,00;23;SC;F;Ativo;0;0;NAO
C0038972;TCNSBBMLULN;20/11/2025;Empréstimo Pessoal;App;R$ 2.267,74;10;6,21;R$ 3.852,87;767;R$ 4.790,00;37;BA;F;Ativo;0;0;NAO
C0033139;P7HXF6MHRG2;18/12/2025;Cartão;Site;R$ 308,85;3;12,00;R$ 712,68;563;R$ 1.800,00;24;SC;M;Quitado;1;1;SIM
C0037456;8ZTVLCPH32B;04/09/2025;Empréstimo Pessoal;App;R$ 881,30;3;11,24;R$ 1.311,89;706;R$ 5.640,00;30;SP;F;Ativo;0;0;NAO
C0012103;ZVXMH3ZB8TK;22/11/2025;Cartão;Loja;R$ 774,92;6;8,43;R$ 1.206,46;657;R$ 1.860,00;47;SP;M;Ativo;0;0;NAO
C0032618;ZNH9MP66K2R;21/06/2025;Crediário;Parceiro;R$ 521,97;18;7,36;R$ 660,38;702;;;PE;M;Quitado;0;0;NAO
C0043324;TKUTPJSXDCG;16/07/2025;Empréstimo Pessoal;Parceiro;R$ 701,27;12;6,77;R$ 1.010,28;737;R$ 3.730,00;38;BA;M;Cancelado;1;1;SIM
C0046745;NKFJX5Y7SQH;23/10/2025;Cartão;Site;R$ 336,18;10;10,68;R$ 350,99;596;R$ 5.050,00;45;BA;M;Ativo;0;0;NAO
C0011376;UL8583C4HNP;25/08/2025;Cartão;Loja;R$ 730,44;18;4,43;R$ 1.293,85;708;;36;DF;M;Ativo;0;0;NAO
C0043195;RXB2GSELAR7;14/08/2025;CDC;Site;R$ 448,13;10;10,90;R$ 1.053,03;559;R$ 2.100,00;26;SP;M;Ativo;0;1;SIM
C0003810;N9R3MK3RZZZ;27/09/2025;Cartão;App;R$ 603,75;6;11,39;R$ 1.053,32;576;R$ 5.130,00;50;MG;M;Cancelado;0;0;NAO
C0006213;F2NSQA9XVD2;14/10/2025;Cartão;Loja;R$ 451,16;10;14,43;R$ 952,58;464;R$ 2.720,00;33;PE;M;Ativo;1;1;SIM
C0038539;M6CJESZ3NWC;08/11/2025;CDC;App;R$ 410,51;24;12,75;R$ 757,90;629;R$ 4.490,00;;SP;F;Cancelado;0;0;NAO
C0004417;U3LSCGUZACA;07/11/2025;Crediário;App;R$ 375,92;9;11,35;R$ 873,03;548;R$ 3.610,00;25;MG;F;Ativo;1;1;SIM
C0035023;L9458H43QZD;01/10/2025;Cartão;App;R$ 2.117,70;6;11,85;R$ 4.971,29;593;R$ 1.420,00;41;SP;M;Cancelado;1;1;SIM
C0024233;37UWA4LBWCZ;17/06/2025;Empréstimo Pessoal;Site;R$ 1.355,21;18;13,13;R$ 1.834,04;513;R$ 4.750,00;62;MG;M;Cancelado;0;0;NAO
C0000608;BT2W6QXP5DJ;02/12/2025;Cartão;Parceiro;R$ 455,94;9;11,87;R$ 785,72;582;R$ 1.280,00;55;CE;M;Quitado;0;0;NAO
C0008629;NSQS9N494T9;13/10/2025;Cartão;Site;R$ 713,09;12;6,05;R$ 1.480,43;707;R$ 980,00;49;PE;F;Ativo;0;0;NAO
C0045940;SGKFVYXUVUV;28/07/2025;Cartão;Site;R$ 1.521,82;18;13,73;R$ 3.166,17;524;R$ 1.920,00;52;SP;F;Ativo;1;1;SIM
C0021932;XRR82X37NZU;09/08/2025;Empréstimo Pessoal;App;R$ 598,74;18;8,50;R$ 1.149,19;598;R$ 3.510,00;63;MG;M;Ativo;0;0;NAO
C0013299;A6PT87TZTPH;20/07/2025;Empréstimo Pessoal;App;R$ 2.495,00;6;8,63;R$ 4.748,49;624;R$ 3.380,00;44;BA;F;Ativo;0;0;NAO
C0049689;WGCUQBZ7RMY;21/07/2025;Crediário;Loja;R$ 1.039,07;12;10,95;R$ 1.172,07;589;R$ 1.620,00;49;SP;F;Quitado;0;0;NAO
C0029409;FNDYPYUDRHU;05/07/2025;Empréstimo Pessoal;Parceiro;R$ 1.174,07;3;8,38;R$ 2.240,48;701;R$ 3.570,00;18;GO;F;Ativo;0;0;NAO
C0015099;G9ZUN7M99XY;04/08/2025;Empréstimo Pessoal;App;R$ 897,02;12;15,21;R$ 1.647,68;509;R$ 3.500,00;24;PE;F;Ativo;0;1;SIM
C0013447;Z5FWKHAU8V6;18/10/2025;Cartão;Loja;R$ 460,49;10;8,43;R$ 1.093,40;641;;50;PR;M;Cancelado;0;0;NAO
C0026994;QQ9J23YWFTZ;27/07/2025;Cartão;App;R$ 473,61;10;5,22;R$ 1.081,55;728;R$ 1.750,00;48;BA;M;Cancelado;0;0;NAO
C0035909;YKNYEZHDU4N;11/08/2025;Crediário;Loja;R$ 802,78;9;4,47;R$ 1.629,91;840;R$ 5.020,00;34;BA;M;Ativo;0;0;NAO
C0043602;4HKALLAPQSN;13/06/2025;Crediário;Site;R$ 588,25;18;10,26;R$ 1.150,69;604;R$ 2.570,00;53;GO;F;Ativo;0;0;SIM
C0023256;24T7TEE95XM;25/08/2025;Cartão;App;R$ 692,08;12;6,87;R$ 1.211,27;611;R$ 2.060,00;62;SP;F;Ativo;0;0;NAO
C0025433;VT3R8NFZNB2;06/09/2025;Empréstimo Pessoal;App;R$ 1.345,19;6;9,66;R$ 1.611,41;623;R$ 3.100,00;;GO;M;Ativo;0;1;SIM
C0047329;9QRGW7QCEYZ;25/10/2025;Cartão;App;R$ 444,21;3;10,33;R$ 640,05;665;R$ 1.770,00;43;BA;M;Ativo;0;0;NAO
C0030640;UQ7TE5HYZC3;14/10/2025;Crediário;Parceiro;R$ 2.690,63;18;11,57;R$ 5.133,24;621;R$ 2.090,00;46;SP;F;Ativo;0;0;NAO
C0037985;GTA2U35RMES;12/08/2025;Empréstimo Pessoal;App;R$ 334,10;12;11,25;R$ 784,48;581;R$ 1.450,00;39;SP;F;Ativo;0;0;NAO
C0025766;UYSRQ6AGM6Q;06/10/2025;Cartão;Loja;R$ 1.428,48;10;8,48;R$ 3.203,02;710;R$ 2.560,00;20;MG;F;Quitado;0;0;NAO
C0006244;A9P3SWQXG9P;07/08/2025;Empréstimo Pessoal;Loja;R$ 486,68;10;12,62;R$ 757,64;610;R$ 1.860,00;46;MG;M;Ativo;0;0;NAO
C0013501;T8VBS9NLAUJ;27/07/2025;Crediário;Loja;R$ 953,29;6;4,69;R$ 1.650,14;770;R$ 4.880,00;48;BA;M;Ativo;0;0;NAO
C0028093;VD4YE5BJU2K;18/06/2025;Empréstimo Pessoal;Parceiro;R$ 276,22;9;4,41;R$ 276,85;800;R$ 1.630,00;38;MG;F;Quitado;0;0;NAO
C0011951;MC5KHYDGSD7;26/08/2025;Crediário;App;R$ 1.593,22;12;13,10;R$ 2.435,91;454;R$ 2.260,00;60;MG;F;Ativo;1;1;SIM
C0012956;KLJE5PQ65H9;18/07/2025;Empréstimo Pessoal;Loja;R$ 923,03;24;9,42;R$ 1.902,07;681;R$ 3.090,00;42;MG;F;Ativo;0;0;NAO
C0024466;JSXU42VHLHH;04/07/2025;CDC;Parceiro;R$ 1.026,41;12;14,94;R$ 2.136,79;486;R$ 2.920,00;18;SP;F;Ativo;0;1;SIM
C0049933;FUMN6GEUEQQ;30/08/2025;Empréstimo Pessoal;Loja;R$ 1.710,03;6;3,84;R$ 1.908,64;728;R$ 2.250,00;52;RJ;F;Ativo;0;0;NAO
C0041862;GHCDB3GYLRP;14/08/2025;Cartão;Site;R$ 2.353,29;12;2,50;R$ 3.220,28;829;;20;SP;M;Quitado;0;0;NAO
C0024509;2VC9GSGF2J5;07/08/2025;Empréstimo Pessoal;Parceiro;R$ 1.450,79;12;4,60;R$ 3.460,53;810;R$ 5.060,00;37;SP;F;Quitado;0;0;NAO
C0010728;XSYCDUR27JL;25/11/2025;CDC;Loja;R$ 897,55;6;4,49;R$ 1.860,27;766;R$ 2.350,00;32;SP;M;Quitado;0;0;NAO
C0020332;BQ99WC4HCVU;18/06/2025;Empréstimo Pessoal;App;R$ 946,92;12;7,13;R$ 2.202,60;728;R$ 1.650,00;30;SP;F;Ativo;0;1;SIM
C0050843;J3S6RC6KTE4;18/10/2025;Empréstimo Pessoal;App;R$ 1.574,64;18;9,45;R$ 1.968,49;707;R$ 2.640,00;18;SP;F;Ativo;0;0;NAO
C0051410;B2M476MTER7;28/09/2025;Empréstimo Pessoal;Loja;R$ 443,41;6;10,13;R$ 1.026,48;702;R$ 1.860,00;41;MG;M;Ativo;0;0;NAO
C0045373;6DY27PSPMEJ;19/08/2025;Crediário;Parceiro;R$ 1.035,10;6;13,08;R$ 1.617,70;553;R$ 2.070,00;62;RS;F;Ativo;0;0;NAO
C0017944;8UVZ7DJGJPU;10/10/2025;Empréstimo Pessoal;Site;R$ 672,86;9;2,84;R$ 1.488,69;774;R$ 2.020,00;57;MG;F;Ativo;0;0;NAO
C0035982;WVQ8PQUCY9U;22/08/2025;Crediário;Site;R$ 394,33;9;9,43;R$ 785,81;518;R$ 4.030,00;54;BA;M;Quitado;0;1;SIM
C0024499;CLR5N2XBDRN;11/09/2025;Crediário;Loja;R$ 458,65;12;2,50;R$ 614,49;900;;33;SP;F;Ativo;0;0;NAO
C0011511;2X3ZM3GAHXX;01/10/2025;Empréstimo Pessoal;Site;R$ 921,01;12;10,72;R$ 1.513,52;648;;23;SP;F;Ativo;0;1;SIM
C0004230;QCB3C6VR7NN;25/06/2025;Empréstimo Pessoal;Loja;R$ 653,57;3;13,75;R$ 1.264,97;479;R$ 2.070,00;39;SP;M;Quitado;0;0;NAO
C0049771;E7T3WRAMSQC;30/06/2025;Empréstimo Pessoal;Site;R$ 1.859,21;6;7,92;R$ 4.155,63;736;;39;BA;F;Quitado;0;0;NAO
C0022216;DZL6YY8FNP4;24/08/2025;Crediário;App;R$ 590,11;6;5,94;R$ 1.268,53;760;R$ 2.930,00;30;CE;M;Quitado;0;0;NAO
C0006970;SA529VHK7BX;23/11/2025;CDC;App;R$ 370,55;18;11,92;R$ 396,83;587;R$ 2.030,00;54;RS;M;Cancelado;0;0;NAO
C0043591;VGLQQ8WQQ6A;27/08/2025;CDC;App;R$ 599,29;3;11,96;R$ 658,51;604;R$ 2.430,00;18;RJ;F;Ativo;0;0;NAO
C0042737;8QSXDTUE2WE;19/11/2025;Cartão;App;R$ 1.163,39;12;8,47;R$ 1.242,12;603;R$ 2.640,00;41;MG;M;Ativo;0;0;NAO
C0031728;BERZ64LP9JW;29/08/2025;Empréstimo Pessoal;App;R$ 815,08;18;9,99;R$ 991,17;650;;66;MG;F;Quitado;0;0;NAO
C0029395;X63MQU8NUH8;23/09/2025;Empréstimo Pessoal;Site;R$ 432,59;12;5,60;R$ 904,04;778;R$ 3.170,00;26;DF;M;Ativo;0;0;NAO
C0039347;6DGEJSRGHX4;21/07/2025;Empréstimo Pessoal;Parceiro;R$ 673,44;12;11,12;R$ 1.603,29;718;R$ 1.060,00;30;SC;M;Ativo;0;0;NAO
C0034718;G3U2QVVFA9C;26/09/2025;Empréstimo Pessoal;Site;R$ 4.353,41;24;6,56;R$ 9.668,98;726;R$ 3.460,00;31;SP;F;Ativo;0;0;NAO
C0041824;7ZWVG4UXVGV;03/10/2025;Crediário;App;R$ 655,17;12;10,02;R$ 890,02;635;R$ 2.320,00;45;MG;F;Ativo;0;0;NAO
C0029907;HFDGVLMFZK9;07/10/2025;Empréstimo Pessoal;Site;R$ 277,75;10;12,82;R$ 544,38;628;R$ 3.170,00;50;SP;M;Ativo;1;1;SIM
C0042676;9LXTPGN5THY;26/07/2025;Empréstimo Pessoal;Parceiro;R$ 1.413,02;9;11,52;R$ 2.030,55;641;;44;SP;F;Ativo;0;0;NAO
C0031024;LMDZLHVDNSS;29/10/2025;Empréstimo Pessoal;Parceiro;R$ 1.553,65;3;11,62;R$ 3.287,76;596;R$ 1.620,00;37;PE;M;Ativo;0;1;SIM
C0011084;H2ULUVUTAZG;07/08/2025;CDC;Parceiro;R$ 842,99;18;6,31;R$ 1.837,84;677;R$ 1.420,00;37;MG;M;Ativo;0;0;NAO
C0017126;3A8PJPTYPTP;21/06/2025;Cartão;Site;R$ 6.568,54;12;5,13;R$ 12.303,70;765;R$ 3.240,00;39;GO;M;Ativo;0;0;NAO
C0037969;ANKNB8ZAFBP;21/10/2025;Empréstimo Pessoal;Parceiro;R$ 637,50;6;13,64;R$ 1.434,22;575;R$ 3.640,00;43;RJ;M;Ativo;1;1;SIM
C0004574;H8E9D3PBVZ4;24/11/2025;Crediário;App;R$ 671,59;6;5,49;R$ 1.236,38;;R$ 1.810,00;19;BA;F;Ativo;0;0;NAO
C0037031;FEBKS3LXZLN;17/07/2025;Crediário;Parceiro;R$ 204,02;9;10,61;R$ 219,41;624;R$ 2.410,00;39;SP;M;Ativo;0;0;NAO
C0048047;KV6JV3DELD5;05/08/2025;Empréstimo Pessoal;Site;R$ 351,01;24;13,35;R$ 782,67;563;R$ 3.050,00;58;SC;M;Ativo;0;0;NAO
C0018633;CCARND97X6S;03/08/2025;Cartão;Site;R$ 1.395,43;18;9,31;R$ 3.038,83;676;R$ 1.110,00;60;SP;M;Ativo;0;0;NAO
C0027725;3RPGWGCVKVH;14/06/2025;Empréstimo Pessoal;Site;R$ 560,71;3;11,14;R$ 768,38;592;R$ 3.720,00;49;RS;M;Ativo;0;0;NAO
C0047960;ZT6PE5TUZ64;06/10/2025;Empréstimo Pessoal;Loja;R$ 1.262,72;12;13,10;R$ 2.250,77;613;;51;SP;F;Quitado;0;0;NAO
C0039582;SGH4VFNNC44;18/07/2025;Empréstimo Pessoal;Loja;R$ 551,14;24;11,08;R$ 1.311,69;647;R$ 2.650,00;37;PE;F;Cancelado;0;0;NAO
C0011426;29C9ZJNXKLS;13/08/2025;Crediário;Loja;R$ 687,12;24;13,02;R$ 710,86;503;R$ 3.120,00;41;PR;F;Ativo;0;1;SIM
C0001637;SABTS9S93L7;14/10/2025;Cartão;Loja;R$ 258,04;10;3,51;R$ 396,18;810;R$ 2.400,00;71;GO;F;Quitado;0;0;NAO
C0045214;CT8YVR6K4ZG;23/07/2025;Crediário;Parceiro;R$ 445,74;18;3,22;R$ 849,17;773;R$ 3.790,00;32;DF;F;Ativo;0;0;NAO
C0021611;9RG9A2LK765;14/08/2025;Crediário;Loja;R$ 1.051,09;6;9,69;R$ 1.521,65;602;R$ 6.140,00;42;SP;M;Ativo;0;0;NAO
C0009617;MFR8MRM5XVX;07/10/2025;Empréstimo Pessoal;Loja;R$ 525,97;18;8,35;R$ 903,03;590;R$ 5.430,00;48;SP;F;Ativo;0;0;NAO
C0045691;9VPXSHTTKTF;09/09/2025;Crediário;Loja;R$ 369,93;18;8,34;R$ 574,10;733;R$ 2.820,00;18;SP;F;Ativo;0;0;NAO
C0013011;YCTMHZ8MZ2Y;14/08/2025;Cartão;App;R$ 2.843,99;10;3,99;R$ 4.813,03;712;R$ 3.150,00;32;SP;F;Ativo;0;0;NAO
C0047146;UQBZRNMNG6T;24/11/2025;Cartão;Loja;R$ 408,78;9;10,61;R$ 737,89;624;R$ 2.330,00;46;RJ;M;Cancelado;0;0;NAO
C0000370;B34ZWZ36PQW;21/07/2025;Empréstimo Pessoal;App;R$ 1.748,76;24;13,89;R$ 4.147,69;411;R$ 1.650,00;45;RJ;F;Quitado;1;1;SIM
C0022616;U6XWJPT4J4E;23/09/2025;Cartão;Parceiro;R$ 472,59;18;9,76;R$ 560,65;638;R$ 2.610,00;57;RS;M;Ativo;0;0;NAO
C0019220;FZG3GW86GWL;16/06/2025;Empréstimo Pessoal;Parceiro;R$ 1.081,10;18;15,21;R$ 2.175,34;471;R$ 2.270,00;47;MG;M;Quitado;0;0;SIM
C0045026;7X7KQPBULK9;21/10/2025;Empréstimo Pessoal;Loja;R$ 519,48;3;5,65;R$ 767,96;662;R$ 2.880,00;32;GO;M;Ativo;0;0;NAO
C0016575;JXTRE29NTK3;20/10/2025;Empréstimo Pessoal;Loja;R$ 631,23;6;10,52;R$ 1.145,33;490;R$ 1.760,00;47;SP;M;Quitado;1;1;SIM
C0024815;VS435LNVA8G;20/11/2025;Crediário;App;R$ 998,04;12;10,04;R$ 1.568,59;630;R$ 1.670,00;31;PR;M;Ativo;0;0;SIM
C0048630;TVZ5DJCC4C4;04/10/2025;Cartão;App;R$ 2.008,68;12;10,06;R$ 4.063,13;614;R$ 1.080,00;57;GO;F;Ativo;0;0;NAO
C0021830;FDTK99TQSU7;13/09/2025;CDC;Site;R$ 1.035,40;12;9,24;R$ 2.076,96;492;R$ 1.280,00;57;RJ;M;Cancelado;0;0;NAO
C0045117;7UW924HHUPX;18/09/2025;Empréstimo Pessoal;Loja;R$ 648,26;18;5,24;R$ 1.028,71;726;R$ 1.840,00;38;SP;F;Cancelado;0;0;NAO
C0014752;UPYGD7PVYKC;18/07/2025;Cartão;Parceiro;R$ 1.522,63;6;11,83;R$ 3.260,92;615;R$ 1.370,00;41;DF;F;Cancelado;0;0;NAO
C0034308;ZW8UKQ6YMYU;23/06/2025;CDC;Site;R$ 979,04;12;14,63;R$ 1.675,45;486;R$ 4.600,00;45;DF;M;Ativo;0;0;NAO
C0038132;FNSYC2VW5DD;18/07/2025;Empréstimo Pessoal;App;R$ 707,82;10;5,94;R$ 894,75;720;R$ 6.080,00;35;PR;F;Ativo;0;0;SIM
C0001609;ZCZ367MBWCJ;23/09/2025;Cartão;App;R$ 346,32;6;9,59;R$ 663,25;658;R$ 5.960,00;27;SC;F;Ativo;0;1;SIM
C0001109;6QUCG5MPUBS;20/09/2025;Empréstimo Pessoal;Loja;R$ 1.292,66;12;7,67;R$ 1.349,39;611;R$ 1.990,00;63;RJ;F;Quitado;0;0;SIM
C0006489;FU39UXKPLDM;18/08/2025;Empréstimo Pessoal;Site;R$ 427,34;3;9,66;R$ 798,68;638;R$ 3.090,00;41;PE;F;Cancelado;0;0;NAO
C0048004;WECJ9GUQ5KX;31/08/2025;Empréstimo Pessoal;Site;R$ 2.164,35;10;9,19;R$ 3.774,23;730;R$ 1.330,00;;MG;M;Ativo;0;0;NAO
C0047613;F8FJ3LYSDAS;06/08/2025;Empréstimo Pessoal;Site;R$ 1.135,31;12;13,80;R$ 1.516,85;503;R$ 1.530,00;46;MG;M;Cancelado;0;1;SIM
C0024282;7CVSTHYG6LX;16/09/2025;Cartão;App;R$ 374,31;3;10,11;R$ 660,01;644;R$ 2.330,00;50;SP;F;Ativo;0;0;NAO
C0003802;S4N3KCW668D;10/11/2025;Empréstimo Pessoal;Site;R$ 823,48;18;6,79;R$ 1.414,22;731;R$ 2.040,00;22;SP;M;Ativo;0;0;NAO
C0048127;REY7XCG6RMJ;09/10/2025;CDC;App;R$ 1.644,53;24;9,74;R$ 1.976,84;643;R$ 2.580,00;19;BA;M;Quitado;0;0;NAO
C0032844;H82CPNFEXV8;08/08/2025;CDC;App;R$ 461,20;18;8,53;R$ 823,19;585;R$ 5.600,00;37;SC;M;Ativo;0;0;NAO
C0030488;G7Y7DRPLKNF;02/11/2025;Empréstimo Pessoal;Site;R$ 688,84;10;11,16;R$ 1.418,92;559;R$ 1.490,00;51;PR;F;Ativo;0;0;SIM
