cpf;dt_transacao;valor_aposta;modalidade;casa_aposta;canal
F3SLY5NW3MP;02/07/2025;R$ 54,50;Cassino;KTO;Site
PNKEBVBVDEA;17/12/2025;R$ 26,54;Esportiva;Superbet;App
N22FSGZWYSM;10/03/2025;R$ 34,03;Esportiva;Betano;App
VUT73TZ9T6L;22/06/2025;R$ 82,96;Esportiva;Betano;App
G3WC89B2ZSE;13/06/2025;R$ 44,16;Esportiva;Bet365;App
AGYTLR4UBBR;17/05/2025;R$ 16,23;Poker;Superbet;Site
WY3AX94JUJE;22/03/2025;R$ 42,70;Poker;Superbet;App
UHG5JTL3EUQ;10/08/2025;R$ 66,27;Esportiva;Blaze;App
4DYVV3F224J;15/03/2025;R$ 51,71;Poker;Bet365;Site
KLBSC283FWP;16/03/2025;R$ 99,26;Cassino;KTO;App
RLBNUJGSAZX;25/10/2025;R$ 78,76;Esportiva;Blaze;App
AGAS5GHRTEE;29/11/2025;R$ 36,60;Esportiva;Betano;App
68N2AAKFQT7;26/07/2025;R$ 88,76;Esportiva;Estrela;App
E28YRWXANG2;20/04/2025;R$ 31,01;Cassino;Bet365;App
E8MDHASUNZR;27/03/2025;R$ 73,50;Poker;Bet365;App
FKQ6NZLJNNN;16/11/2025;R$ 20,00;Cassino;KTO;App
MBXD39BAZY8;22/03/2025;R$ 40,69;Cassino;Sportingbet;App
FFAWPGECWXW;08/07/2025;R$ 137,93;Poker;Sportingbet;App
5FC9BXX3NUM;17/03/2025;R$ 20,39;Poker;Pixbet;App
2VT5VGNN5ER;04/07/2025;R$ 193,94;Cassino;Bet365;Site
KF3RDMPP2RV;19/10/2025;R$ 17,11;Cassino;Superbet;App
VPJKKQK74ZL;27/08/2025;R$ 75,26;Esportiva;Estrela;App
LLQ9MVBAYX2;23/10/2025;R$ 5,13;Poker;Pixbet;Site
DPJ2VQPC7MP;11/09/2025;R$ 39,25;Cassino;KTO;App
VYVLDDE3LNN;28/08/2025;R$ 95,79;Esportiva;Blaze;App
QBAMUATB24S;22/06/2025;R$ 40,40;Cassino;KTO;Site
6HUG8TJDF45;17/06/2025;R$ 76,01;Esportiva;Blaze;App
4U82PRYCHH3;10/08/2025;R$ 23,23;Esportiva;Sportingbet;App
V4UFNER239J;29/07/2025;R$ 24,17;Cassino;Pixbet;App
ZJ3HRUB3YEA;29/06/2025;R$ 127,56;Esportiva;KTO;Site
BS823U55Q9R;13/11/2025;R$ 37,99;Bingo;Bet365;Site
B2N9ZFSADW5;03/09/2025;R$ 17,03;Cassino;Blaze;App
JAT38ZCNQM2;10/11/2025;R$ 76,12;Esportiva;Superbet;App
DGNJAZ9EYDY;06/03/2025;R$ 41,98;Esportiva;Betano;App
CGUDZKRZB95;20/06/2025;R$ 69,24;Esportiva;KTO;App
9YD922TCWVW;06/05/2025;R$ 23,69;Cassino;Bet365;App
R3D4B3FX44U;13/07/2025;R$ 100,10;Esportiva;Betano;Site
7U2GTH8HHNS;27/07/2025;R$ 34,30;Esportiva;KTO;Site
GAP43G9QJE3;04/08/2025;R$ 102,87;Cassino;Sportingbet;App
GQ6L9Z448CF;03/12/2025;R$ 56,42;Esportiva;KTO;App
C9N4ZU5JA72;05/05/2025;R$ 42,74;Cassino;Bet365;Site
XMXUG47LPAA;19/07/2025;R$ 59,68;Poker;Estrela;App
6K59EX66EEL;09/09/2025;R$ 189,67;Cassino;KTO;App
73SU62KS43K;21/04/2025;R$ 56,90;Poker;Blaze;Site
UR5F6LJ8WPL;12/11/2025;R$ 20,11;Cassino;Sportingbet;App
2LYG9VVGX9Z;05/12/2025;R$ 41,77;Cassino;Sportingbet;App
G2C3MD2TLQP;02/10/2025;R$ 40,32;Poker;Sportingbet;Site
7AN8STFJYJG;08/12/2025;R$ 34,24;Esportiva;Pixbet;App
HVASEAMYCC3;02/12/2025;R$ 56,59;Poker;Superbet;App
6DEDBCZN7DH;23/10/2025;R$ 151,61;Esportiva;Sportingbet;Site
9AYQHL9KSXJ;10/04/2025;R$ 31,40;Esportiva;Betano;App
A2JTGL5ANL8;11/05/2025;R$ 29,63;Esportiva;KTO;App
TNQ7HF39WG2;27/03/2025;R$ 110,76;Poker;Betano;Site
GBF8LC38KBU;31/05/2025;R$ 68,31;Esportiva;Superbet;App
X2HKT3XBZG2;01/11/2025;R$ 182,88;Esportiva;Pixbet;App
LVAZ75LYD7B;01/08/2025;R$ 65,19;Esportiva;Betano;App
4PSG9WLUNE5;18/05/2025;R$ 37,43;Cassino;KTO;App
YTQPAFBJS7X;14/08/2025;R$ 119,84;Esportiva;Sportingbet;App
M7TV5WMHV7T;03/09/2025;R$ 44,25;Cassino;Bet365;App
A33NYXH2AMR;10/08/2025;R$ 68,43;Esportiva;Pixbet;App
9FGCDTC2XXR;02/12/2025;R$ 103,80;Bingo;Betano;App
W35EYJN2UB8;18/10/2025;R$ 49,48;Esportiva;KTO;App
JP7JTE4CZZ2;24/05/2025;R$ 18,39;Bingo;Bet365;App
VQ2WP7KXGDW;09/11/2025;R$ 37,07;Esportiva;KTO;Site
2NR8YUMED9C;27/09/2025;R$ 74,68;Esportiva;KTO;App
X5R5WSDYKK7;13/12/2025;R$ 12,18;Esportiva;Estrela;App
ANL5YQLWZA9;10/11/2025;R$ 149,56;Poker;Superbet;App
WNTFUXLKQQA;13/12/2025;R$ 25,85;Cassino;KTO;App
2KT6Q28BGV3;06/05/2025;R$ 49,61;Esportiva;Blaze;App
N573SRS252Y;02/11/2025;R$ -48,43;Cassino;Superbet;Site
MWQACUF2M42;18/05/2025;R$ 48,98;Esportiva;KTO;App
AXXGZFH39J7;22/04/2025;R$ 194,38;Poker;Estrela;Site
NLX5FMKC92X;06/10/2025;R$ 66,00;Esportiva;Blaze;Site
MF3SMKKEM87;11/11/2025;R$ 30,57;Cassino;Betano;App
JZHVZRXKKHH;01/04/2025;R$ 11,47;Poker;Pixbet;Site
4WZ8SU225YB;14/03/2025;R$ 123,06;Cassino;Bet365;App
7GCCGUP4M39;04/03/2025;R$ 49,36;Esportiva;Betano;Site
XM8NJNWU6LU;25/03/2025;R$ 11,69;Cassino;Bet365;App
T34536CJABU;16/07/2025;R$ 14,16;Esportiva;Pixbet;Site
778339KV8D7;08/08/2025;R$ 51,17;Cassino;Sportingbet;Site
QGPJEMA2BDK;10/08/2025;R$ 31,93;Esportiva;KTO;App
X4RBU5H8MXY;04/03/2025;R$ 76,76;Esportiva;Blaze;App
53WWQL8H43V;12/07/2025;R$ 11,91;Cassino;Blaze;App
XC3VKP3A9PL;06/03/2025;R$ 262,16;Cassino;KTO;App
DVYVABX5FBN;20/04/2025;R$ 148,32;Bingo;Blaze;App
J4NBQDHUVXN;07/03/2025;R$ 40,00;Esportiva;Estrela;App
V7VBKX9HGWD;09/06/2025;R$ 8,98;Cassino;Blaze;Site
Q6LPQUC745N;13/08/2025;R$ 80,48;Bingo;Betano;App
NJVVVVJP8CN;13/12/2025;R$ 67,25;Esportiva;Pixbet;App
AJAQ4TYLAD4;28/04/2025;R$ 8,00;Esportiva;Pixbet;Site
8T3K8T5QVYR;16/12/2025;R$ 9,36;Esportiva;Blaze;App
ZLZ2XN6RFWS;21/11/2025;R$ 240,53;Cassino;Estrela;App
NWDXL9WNNP6;30/08/2025;R$ 75,89;Esportiva;Betano;App
B7LPJTJ7LKA;17/06/2025;R$ 40,28;Poker;Blaze;App
X8PZMVTCX8S;10/12/2025;R$ 4,12;Esportiva;Betano;App
KHTPD45ZVNT;19/10/2025;R$ 92,16;Esportiva;Estrela;App
NM2TGE8BBTF;27/07/2025;R$ 93,23;Esportiva;Pixbet;Site
9E9UY58SA52;20/10/2025;R$ 63,67;Cassino;KTO;Site
UCT4QVGUFZT;06/11/2025;R$ 24,96;Cassino;Sportingbet;App
ZF2EE7F7M38;25/05/2025;R$ 100,96;Esportiva;Sportingbet;App
NB6MUJD3QEW;02/09/2025;R$ 84,67;Esportiva;Superbet;App
JHY3W63XDLY;07/08/2025;R$ 47,24;Esportiva;Pixbet;Site
JB5X2Y7XDJX;08/05/2025;R$ 57,52;Esportiva;Betano;App
BBEUAPYWHTZ;11/12/2025;R$ 49,06;Esportiva;KTO;App
LYYKGYCR6Y2;13/03/2025;R$ 86,68;Esportiva;KTO;App
X8HBPYX8G32;19/03/2025;R$ 61,52;Bingo;Pixbet;App
3D9ZLRSZMJE;18/12/2025;R$ 27,62;Poker;Pixbet;App
3B9MQFLFLKZ;16/06/2025;R$ 67,09;Esportiva;Bet365;App
6RBAU9WFW8A;17/06/2025;R$ 79,97;Esportiva;Betano;Site
Z5PC2C63LTM;06/04/2025;R$ 36,32;Poker;Estrela;App
PCXBMPSC8WE;02/05/2025;R$ 42,37;Esportiva;Superbet;App
AW9TWVSW6Y5;27/09/2025;R$ 482,45;Esportiva;Sportingbet;App
S43NY7Q92WZ;02/07/2025;R$ 55,46;Esportiva;Sportingbet;Site
Q4LBLL9LCKJ;24/03/2025;R$ 13,27;Esportiva;Sportingbet;App
3QCXEVPCNS7;05/08/2025;R$ 41,74;Esportiva;Superbet;App
6EK93C8PWAF;20/10/2025;R$ 47,15;Cassino;Blaze;Site
3868DLHKKJD;11/08/2025;R$ 51,76;Esportiva;Bet365;App
7ARTHA2BW5Q;15/08/2025;R$ 116,21;Cassino;Betano;Site
UACY65US347;28/09/2025;R$ 82,57;Esportiva;Pixbet;App
6HGHQDDCZGN;04/07/2025;R$ 26,02;Esportiva;Blaze;App
DTQ2PPHRCUN;09/03/2025;R$ 0,00;Esportiva;Blaze;Site
NE5NQ9Q2M8D;21/09/2025;R$ -155,75;Esportiva;Sportingbet;App
5DURCQ4JN2J;01/05/2025;R$ 28,26;Poker;Betano;App
A6V6CF9MPTN;03/09/2025;R$ 57,59;Esportiva;Estrela;App
5J9M8JDU9YC;30/07/2025;R$ 47,14;Cassino;Superbet;Site
QLXJJH7MW6E;19/10/2025;R$ 46,89;Esportiva;Superbet;App
NFBU3DCHCPH;08/12/2025;R$ 132,67;Esportiva;Pixbet;App
JYAYAZUPQA2;02/05/2025;R$ 27,13;Esportiva;KTO;App
6UDYFVPSSNJ;28/04/2025;R$ 49,93;Cassino;Sportingbet;App
A6EDFJNECUC;13/03/2025;R$ 30,40;Bingo;Blaze;App
MQMHBJZQ3X9;13/10/2025;R$ 86,48;Cassino;Estrela;App
VXQHGVHX6DM;28/04/2025;R$ 132,45;Esportiva;Pixbet;App
NB4XXBFZ284;06/04/2025;R$ 38,74;Esportiva;Sportingbet;App
8P4449X49SD;29/09/2025;R$ 29,12;Bingo;Blaze;App
QS9K83ZBBLC;15/12/2025;R$ 50,62;Poker;Sportingbet;App
J5HS4S93E4H;27/09/2025;R$ 52,99;Poker;Bet365;App
K6434LEHEVH;09/06/2025;R$ 22,74;Esportiva;Pixbet;App
ZKJYC32C5RV;20/06/2025;R$ 41,00;Esportiva;Blaze;App
7U2GTH8HHNS;02/06/2025;R$ 91,94;Poker;Superbet;App
K8N2W66TEUV;19/09/2025;R$ 103,03;Bingo;Superbet;App
PNM4QTUAPWW;21/05/2025;R$ 59,45;Esportiva;Pixbet;Site
FHVLW7JDKEH;14/08/2025;R$ 31,74;Esportiva;Superbet;App
GCLBVAYLWV8;07/04/2025;R$ 64,18;Esportiva;Sportingbet;App
MKU65G7GXMM;22/09/2025;R$ 38,58;Esportiva;KTO;Site
NWBTGQVR8DN;07/06/2025;R$ 62,86;Bingo;Sportingbet;App
XFW62JDBU7N;08/11/2025;R$ 279,48;Cassino;Estrela;App
HHGYA4KRHP2;04/09/2025;R$ 94,76;Cassino;Estrela;App
XQ6RUZ769PP;25/04/2025;R$ 61,88;Poker;Sportingbet;Site
EPTZTZ33V7A;15/07/2025;R$ 30,80;Poker;Blaze;App
WD2TWQ696JF;17/07/2025;R$ 30,43;Esportiva;Superbet;App
ZLN2HALFMCU;03/11/2025;R$ 51,12;Poker;Estrela;App
LC7KYM3VEG9;08/10/2025;R$ 73,49;Cassino;Betano;Site
HD9UPHYE922;18/08/2025;R$ 20,88;Cassino;Superbet;App
65MXUZB3TJB;23/07/2025;R$ 108,70;Esportiva;Bet365;App
LQ7AM5CSETY;17/12/2025;R$ 12,49;Bingo;Betano;Site
P3VRAK2U6NW;13/05/2025;R$ 122,71;Poker;Pixbet;App
2W3WNUZN763;27/08/2025;R$ 81,86;Cassino;Bet365;App
6RW5PG4AJEW;29/09/2025;R$ 110,74;Esportiva;Pixbet;App
V867WBNV4FQ;13/06/2025;R$ 62,84;Cassino;KTO;App
DEQXGSH5FS4;29/10/2025;R$ 26,88;Cassino;Superbet;App
WK5H8B6SHT3;04/05/2025;R$ 24,33;Cassino;Sportingbet;App
6HSFVWS663U;10/04/2025;R$ 20,37;Esportiva;KTO;App
RWK6F66EY9U;10/10/2025;R$ 95,05;Poker;Bet365;Site
XDM48JWRQJC;20/06/2025;R$ 46,40;Esportiva;Pixbet;App
4CBK7WB78YC;11/11/2025;R$ 20,07;Cassino;Pixbet;App
MLXRXVKAMRZ;21/09/2025;R$ 19,46;Esportiva;KTO;App
3SV3C7D6UL6;14/03/2025;R$ 0,00;Esportiva;Bet365;App
V3AFK8BFNLB;14/04/2025;R$ 68,00;Esportiva;Pixbet;App
37MNFRC66XA;12/10/2025;R$ 114,95;Bingo;Blaze;App
2W3WNUZN763;13/06/2025;R$ 521,14;Esportiva;Sportingbet;App
87EJTESU23S;30/04/2025;R$ 107,83;Esportiva;Betano;App
SKKVPDUV4DQ;16/09/2025;R$ 59,82;Esportiva;Betano;App
H234VJDW6SJ;22/05/2025;R$ 29,02;Esportiva;Estrela;Site
A33NYXH2AMR;31/08/2025;R$ 73,20;Esportiva;Superbet;App
LN2TUPBBLBJ;20/03/2025;R$ 31,62;Poker;Pixbet;App
32JNEQ4CGKA;20/07/2025;R$ -108,46;Esportiva;Bet365;Site
XRDYX5EBK3D;07/09/2025;R$ 58,55;Poker;Superbet;App
AQWBGY324DG;24/04/2025;R$ 131,93;Cassino;KTO;App
36JF2D5XY3N;31/05/2025;R$ 52,51;Esportiva;Superbet;App
7AD67FS655S;18/10/2025;R$ 29,50;Poker;Betano;Site
8VBM6BVQ7SU;26/06/2025;R$ 38,41;Esportiva;Bet365;Site
YG4ERRUNEZX;15/04/2025;R$ 75,12;Esportiva;Superbet;App
Y35XF5WV96D;23/10/2025;R$ 12,39;Esportiva;KTO;App
GXY6TZ77K96;24/09/2025;R$ 27,02;Poker;Pixbet;App
L7W2KMCNPSY;13/05/2025;R$ 25,89;Esportiva;Pixbet;App
66GVP2BTZY6;02/06/2025;R$ 57,90;Cassino;Bet365;App
83PEFHLC756;02/05/2025;R$ 22,19;Cassino;Betano;App
CRX4DTZ6NSW;25/10/2025;R$ 6,79;Esportiva;Bet365;App
ZBBA3H38X97;03/12/2025;R$ 60,33;Esportiva;Sportingbet;Site
DXVVM93LCUH;02/07/2025;R$ 64,20;Esportiva;Sportingbet;Site
PSXJ5RFF2PL;20/09/2025;R$ 12,45;Esportiva;Blaze;App
6JA8FN32FJY;04/08/2025;R$ 71,07;Poker;Blaze;App
YEWWTYPXZUY;13/03/2025;R$ 50,83;Esportiva;Pixbet;App
DXZBGJ85W53;24/08/2025;R$ 20,23;Esportiva;Superbet;Site
AV2PCS6JKJ9;05/07/2025;R$ 25,59;Bingo;Bet365;Site
PQPYTDMWTVW;04/03/2025;R$ 124,03;Esportiva;Pixbet;Site
ZAVGU5NFZ6D;31/08/2025;R$ 14,00;Bingo;Blaze;Site
RZWRUZMM874;10/05/2025;R$ 19,82;Esportiva;Estrela;Site
P5L4UVM2KY9;29/06/2025;R$ 39,82;Esportiva;Estrela;App
KLBSC283FWP;11/03/2025;R$ 26,67;Esportiva;Pixbet;App
SGBU9J4H5X7;03/10/2025;R$ 52,16;Esportiva;Sportingbet;App
633MYNW8B5C;20/03/2025;R$ 57,71;Bingo;Blaze;Site
MGNBCRGK8WN;25/09/2025;R$ 40,16;Esportiva;Blaze;App
N4JJYCJHPH4;20/08/2025;R$ 81,64;Cassino;Blaze;App
S7T4FCM2R94;14/11/2025;R$ 68,37;Esportiva;Bet365;App
NYA3X7PLBA2;24/11/2025;R$ 10,73;Cassino;Bet365;App
FTVVFWSF55E;16/05/2025;R$ 52,12;Esportiva;Estrela;App
LG3ZKYW8NGN;08/11/2025;R$ 47,50;Esportiva;Blaze;App
BKKP6FPWYJ4;16/04/2025;R$ 20,70;Bingo;KTO;App
DDBNPD5ZKWT;20/07/2025;R$ 139,60;Esportiva;Blaze;Site
99LGRRFF2GJ;17/09/2025;R$ 43,55;Cassino;Betano;Site
CKG2B5CS6J3;06/09/2025;R$ 259,66;Cassino;Superbet;Site
4YBHFHLH9RM;07/08/2025;R$ 9,28;Poker;Estrela;App
MKMQ9BKL8WN;10/03/2025;R$ 23,42;Esportiva;Pixbet;App
K8X74ZUKMCF;18/12/2025;R$ 112,88;Cassino;Sportingbet;App
XV3X94UAMEP;19/11/2025;R$ 21,81;Cassino;Blaze;App
V54AE9PZKT5;30/11/2025;R$ 68,84;Cassino;Bet365;App
J3GR9TAQWFJ;25/06/2025;R$ 36,95;Poker;Sportingbet;Site
WVBSGF5JV5V;29/05/2025;R$ 28,36;Bingo;Blaze;App
EPPEN9YM76E;01/09/2025;R$ 49,58;Cassino;Sportingbet;Site
6JYNDGCEF63;28/11/2025;R$ 27,67;Bingo;Betano;App
95FDRQEDKDF;16/09/2025;R$ 131,42;Esportiva;Estrela;Site
R5R3VNWCXG2;28/06/2025;R$ 70,18;Cassino;Blaze;App
7V78WP8PFDU;16/07/2025;R$ 53,28;Esportiva;Sportingbet;App
CFA4863ZTNQ;17/07/2025;R$ 112,31;Esportiva;Blaze;App
J2LU6JHA7UF;04/03/2025;R$ 29,98;Bingo;Pixbet;App
7S4T2B4SU9G;12/06/2025;R$ 52,69;Esportiva;Sportingbet;App
QQDNBJRHJBM;06/07/2025;R$ 60,01;Esportiva;Bet365;App
K6PQS8JS8NN;22/05/2025;R$ 42,21;Cassino;KTO;App
8RY9GF3LFGY;12/10/2025;R$ 68,81;Esportiva;Pixbet;App
9LT7B5K6VZG;13/12/2025;R$ 191,68;Esportiva;Pixbet;App
NT9MM8K4BF8;27/09/2025;R$ 111,44;Esportiva;KTO;App
L4WAF8U75YW;25/11/2025;R$ 32,67;Esportiva;Bet365;Site
GBS2J4M9PXS;02/11/2025;R$ 57,99;Esportiva;KTO;Site
MG36YGHZPPE;27/08/2025;R$ 22,49;Cassino;KTO;App
ANNPCELPANL;04/12/2025;R$ 13,75;Cassino;Estrela;Site
ALN2BCEW48E;12/05/2025;R$ 50,06;Bingo;Blaze;App
JR36EJ9ZSDZ;13/11/2025;R$ 116,63;Esportiva;KTO;Site
MSGFMB5ELJG;06/03/2025;R$ 163,75;Esportiva;Estrela;App
T3FHN2WE2K4;13/11/2025;R$ 35,02;Poker;Bet365;App
PP7VKA4WWKF;27/09/2025;R$ 129,09;Esportiva;Blaze;App
247YWGPHNWP;31/03/2025;R$ 92,64;Esportiva;KTO;App
T8HZVVCE7JM;05/09/2025;R$ 39,34;Esportiva;Betano;App
LR2U7LC2DF6;04/07/2025;R$ 72,20;Esportiva;Blaze;App
587BWH6UKBN;10/05/2025;R$ 40,68;Cassino;Superbet;App
ZXWKLK7RGKT;26/10/2025;R$ 27,09;Esportiva;Blaze;Site
YC5TATEM9W8;09/08/2025;R$ 116,94;Esportiva;Betano;App
9VUR7PRCGGB;07/11/2025;R$ 73,23;Esportiva;Blaze;App
FHFAHBRRGLY;01/07/2025;R$ 128,29;Esportiva;Sportingbet;Site
CMRMGPRBG4T;27/10/2025;R$ 53,25;Esportiva;Superbet;Site
ZRNWYCD36LS;31/10/2025;R$ 44,88;Esportiva;Blaze;App
3U93BNPWV88;13/03/2025;R$ 28,10;Esportiva;Estrela;App
2H43R2STBMN;17/06/2025;R$ 10,40;Cassino;Bet365;App
GT2VDCLUJ9U;29/06/2025;R$ 21,98;Bingo;KTO;Site
BBTHNZ8AYJF;16/05/2025;R$ 57,26;Bingo;Betano;App
ERA624ZCX3W;02/05/2025;R$ 90,68;Esportiva;Pixbet;App
MMNHYVRPG7F;08/08/2025;R$ 22,23;Esportiva;KTO;App
HMSN6GNCPTH;07/10/2025;R$ 143,98;Poker;Betano;App
E4V92AK4MQN;02/03/2025;R$ 43,03;Cassino;Sportingbet;App
V9QB78P5HAN;20/07/2025;R$ 143,77;Cassino;Sportingbet;Site
WE3JCS44FNF;17/12/2025;R$ 179,04;Cassino;KTO;App
YSP6Z2EV99P;22/05/2025;R$ 6,21;Esportiva;Estrela;Site
QXWVATJ3SD6;27/09/2025;R$ 103,64;Bingo;Sportingbet;App
2LQWQKGHEUH;02/07/2025;R$ 70,97;Esportiva;Pixbet;App
ZAVGU5NFZ6D;02/06/2025;R$ 32,24;Poker;Betano;App
3X27U7RPPQ5;01/12/2025;R$ 44,43;Cassino;Superbet;App
JY4YM66Q3WK;15/07/2025;R$ 88,52;Esportiva;Betano;App
WB6XNCS65D2;07/04/2025;R$ 22,67;Esportiva;Estrela;Site
2VDDNQ9KG8E;27/08/2025;R$ 75,75;Cassino;Superbet;App
FNER52YWDS9;06/09/2025;R$ 15,33;Esportiva;Superbet;Site
6Q9J8L9SA8G;06/03/2025;R$ 103,29;Cassino;Estrela;App
6BMTZ8GFFYS;13/11/2025;R$ 129,78;Esportiva;Blaze;Site
TSYUEC5ZGBH;15/06/2025;R$ 6,40;Esportiva;Sportingbet;App
SHQEGLYPMU9;15/05/2025;R$ 111,99;Cassino;KTO;App
9V5832ZLGGS;21/11/2025;R$ 18,21;Esportiva;Sportingbet;Site
5GSJHV3QEHF;04/12/2025;R$ 40,51;Esportiva;Betano;App
F4GFYK8XG97;19/10/2025;R$ 60,68;Esportiva;Estrela;App
ZS77E33DHH2;23/07/2025;R$ 342,08;Esportiva;Blaze;App
QW35AXDK4J3;09/10/2025;R$ 76,97;Cassino;Superbet;App
MZLPKDHTPV8;21/10/2025;R$ 69,88;Bingo;Superbet;App
NBTXSEGWYBN;12/07/2025;R$ 53,05;Bingo;Superbet;App
9E6EP74BX2E;08/05/2025;R$ 11,41;Cassino;Blaze;App
VUYADCN47WC;27/06/2025;R$ 116,22;Cassino;Estrela;App
MTKDL4N3YCX;30/05/2025;R$ 29,23;Cassino;Estrela;App
DGNBT9QGSC8;29/11/2025;R$ 48,23;Esportiva;Bet365;App
WJR3X8DF27G;30/03/2025;R$ 31,29;Esportiva;Sportingbet;App
Y52PEVCTSPJ;27/05/2025;R$ 29,00;Poker;Betano;App
HBDUVMEPPRB;08/04/2025;R$ 98,62;Cassino;Betano;App
P8EGBNDSXL4;11/03/2025;R$ 375,29;Esportiva;Bet365;App
HECU8B6EZ7P;06/05/2025;R$ 20,92;Cassino;Estrela;App
94PHLQUMMRD;13/10/2025;R$ 33,29;Poker;Bet365;App
WVYRK84T9SE;13/11/2025;R$ 52,89;Esportiva;Pixbet;App
J9MHC9EBJAX;01/04/2025;R$ 32,57;Esportiva;Blaze;App
LYRKYMSC667;22/03/2025;R$ 69,46;Esportiva;Pixbet;Site
H4L9PM9SCWF;08/10/2025;R$ 38,03;Esportiva;Superbet;App
SAHHUYRMB89;26/04/2025;R$ 52,74;Poker;KTO;App
XSXPDBBTPJV;11/04/2025;R$ 49,18;Bingo;Pixbet;App
7C22DYBN2HQ;25/10/2025;R$ 33,30;Esportiva;Superbet;App
SEERN6T7G3C;18/05/2025;R$ 162,39;Cassino;Superbet;Site
FY5NGS9SQQZ;29/10/2025;R$ 42,27;Cassino;KTO;App
KVKYBCZVB6A;19/03/2025;R$ 39,55;Esportiva;Superbet;App
URVL8P5H4Z6;15/06/2025;R$ 21,34;Poker;Bet365;App
4MJNZLGELBL;13/06/2025;R$ 114,06;Poker;Blaze;Site
W658WHH7Y2S;26/09/2025;R$ 318,76;Esportiva;Betano;Site
4QQJJM7SSPY;16/06/2025;R$ 69,84;Esportiva;Pixbet;App
W34ASZSBFVB;02/09/2025;R$ 22,76;Esportiva;Blaze;App
JE5MRWV89UQ;21/05/2025;R$ 83,02;Esportiva;KTO;Site
GM278NRSBDB;11/06/2025;R$ 40,97;Esportiva;Betano;App
EY8HAMJ8QX9;02/05/2025;R$ 16,71;Esportiva;KTO;App
RSB9U33MWNB;23/03/2025;R$ 73,08;Poker;Superbet;App
PPZ6H9SHLDV;09/07/2025;R$ 68,95;Esportiva;Pixbet;App
FYLYGBXX2Q4;16/04/2025;R$ 100,24;Cassino;Superbet;App
P2V3ZELMJJH;15/10/2025;R$ 8,12;Cassino;Sportingbet;Site
GQ9RNPFPVCS;04/03/2025;R$ 90,33;Esportiva;KTO;App
NYXFJ262V9T;03/09/2025;R$ 21,03;Esportiva;Blaze;App
4MJNZLGELBL;29/05/2025;R$ 77,15;Esportiva;Superbet;App
VH8CVMW8TC4;27/08/2025;R$ 94,36;Esportiva;KTO;App
4UJZWZA76A7;13/03/2025;R$ 220,62;Esportiva;Estrela;App
XJMZG2CCX4W;07/11/2025;R$ 48,95;Esportiva;Sportingbet;App
YF82JHS5G8W;20/10/2025;R$ 121,67;Cassino;Superbet;Site
Y585SKE9N7M;20/07/2025;R$ 12,44;Bingo;Blaze;App
TUB7P5AHRA3;08/03/2025;R$ 52,84;Poker;Bet365;Site
UNPUULTK8T4;30/08/2025;R$ 115,77;Esportiva;Blaze;App
R4H75T8GU8T;29/08/2025;R$ 30,30;Poker;Betano;Site
RT7E3YXG3LS;08/12/2025;R$ 85,63;Bingo;Bet365;Site
7U6M6GYSU9L;24/07/2025;R$ 35,39;Esportiva;Pixbet;App
7Y6CXL8RJZT;01/08/2025;R$ 50,45;Cassino;Betano;App
EYB9AS9XWYY;10/04/2025;R$ 33,33;Esportiva;Sportingbet;App
7M8943RESF8;15/05/2025;R$ 31,15;Esportiva;KTO;App
DQ23NC36FBV;24/10/2025;R$ 43,56;Poker;KTO;App
Z2NH2PHBZPK;18/06/2025;R$ 66,32;Poker;Bet365;App
9NM7R76ZZ8J;11/08/2025;R$ 33,48;Cassino;Estrela;Site
HPR9BSSXNTB;11/04/2025;R$ 72,05;Esportiva;Bet365;App
S224NT4BVNL;04/10/2025;R$ 18,91;Cassino;Pixbet;App
K8X74ZUKMCF;21/05/2025;R$ 78,39;Cassino;Estrela;App
JST9Z92U423;15/04/2025;R$ 24,91;Esportiva;Bet365;App
YNSCQ8B49WC;12/05/2025;R$ 14,73;Cassino;Estrela;Site
9P6ZUNQEWAV;15/08/2025;R$ 50,11;Esportiva;Betano;App
CKG2B5CS6J3;02/10/2025;R$ 7,62;Esportiva;Estrela;App
8WD7UC4MJ6P;31/08/2025;R$ 67,73;Bingo;Betano;Site
7U78ML5WQ7C;30/07/2025;R$ 13,50;Esportiva;Pixbet;App
AEBHYAQ7QBZ;30/11/2025;R$ 59,81;Bingo;Blaze;Site
XXNJJQKUDY9;06/06/2025;R$ 36,45;Cassino;KTO;App
XPQV68NM8NB;02/03/2025;R$ 113,08;Cassino;Bet365;App
GWQDQ85AGQV;04/03/2025;R$ 31,18;Esportiva;Blaze;App
PB438DATJRA;08/06/2025;R$ 38,05;Cassino;Estrela;App
A8CAP3GVL9R;26/09/2025;R$ 152,03;Esportiva;Betano;App
MF6ZD4WFE7K;06/07/2025;R$ 62,76;Cassino;Sportingbet;App
N42VNQKKSP4;14/08/2025;R$ 82,36;Esportiva;Estrela;Site
H4KCD7P5SC8;27/05/2025;R$ 44,83;Cassino;Bet365;App
LAH3JZQZ8KY;10/09/2025;R$ 101,83;Esportiva;KTO;App
K3ETYKLXL7Y;14/10/2025;R$ 366,37;Esportiva;Estrela;App
Z7W8CYY7CSS;19/10/2025;R$ 16,73;Poker;Sportingbet;App
WSSXFHVHU5T;06/05/2025;R$ 165,70;Esportiva;Estrela;Site
