cpf;dt_transacao;valor_aposta;modalidade;casa_aposta;canal
cr3.ezy6.tk3e;2025-10-15 00:00:00;43.14;Esportiva;KTO;app
A6ED-FJNE-CUC;2025-04-12 00:00:00;28.18;Esportiva;KTO;site
 2cg84faqpwt;2025-10-22;148,72;ESPORTIVA;Sportingbet;app
h7s.z6ub.basa;30-09-2025;41,01;ESPORTIVA;Superbet;App
hfe.2hg2.9p6f;2025-10-02;18,80;esportiva;Bet365;Site
dce9cp4xcnx;03/12/2025;16.53;Esportiva;Pixbet;App
jcbf9mkquwr;01/10/2025;17.90;Cassino;Pixbet;App
2sb.2nve.bdq6;2025-05-02 00:00:00;34.58;esportiva;KTO;app
t9hlxzmw7ed;2025-11-04 00:00:00;10.53;CASSINO;Superbet;Site
p63.a9ll.668u;2025-06-09 00:00:00;75,13;BINGO;Betano;App
e68.ry2m.ae63;24/04/2025;121,35;cassino;KTO;app
PYKC-3ASB-TDF;26/04/2025;R$ 32,69;ESPORTIVA;Sportingbet;app
j5kpjjmjr3l;27/06/2025;159,67;cassino;KTO;App
988lnfan5c9;06/05/2025;72.52;CASSINO;Betano;App
6vbrh8slbps;2025-09-17;33.21;esportiva;Sportingbet;App
RGJF-DM9S-YUJ;2025-05-19;49.62;BINGO;Blaze;Site
6RNW-XPXP-CKP;23/10/2025;R$ 146,51;Esportiva;KTO;app
6hwkj6y7ajb;15-08-2025;59.98;esportiva;Pixbet;app
cexfbwzem3e;2025-08-25 00:00:00;46.76;ESPORTIVA;Betano;Site
68n.2aak.fqt7;29/06/2025;33.21;Esportiva;Bet365;site
9g27znetaxp;19-06-2025;75.50;esportiva;Betano;site
G35M-EQGM-SNH;2025-08-18 00:00:00;63.48;bingo;Betano;App
j659uhnz4ga;11-08-2025;48.55;BINGO;KTO;site
CLC5-BGBK-3U7;2025-03-05;27.40;ESPORTIVA;Estrela;App
k4aehmrfl6h;07/11/2025;130.10;CASSINO;Estrela;app
JGCM-73PS-HFQ;02-09-2025;37,77;Esportiva;Superbet;app
ezb.h4jr.pmca;20-05-2025;10.35;Bingo;Sportingbet;app
l9t.9x6c.wz69;13-03-2025;43,23;ESPORTIVA;Superbet;app
r4h.75t8.gu8t;2025-12-07 00:00:00;R$ 77,15;cassino;Estrela;app
9qp.3qjg.7fd5;2025-11-25 00:00:00;90.13;esportiva;Betano;app
DQE7-DNJP-ZLZ;2025-06-12;94.71;esportiva;Superbet;Site
dcj4q9pwk9a;2025-03-12 00:00:00;R$ 33,55;Esportiva;Estrela;App
d2k.q5bb.m38n;16/09/2025;15.36;Esportiva;Bet365;app
XWD6-DZDZ-EGQ;06/09/2025;28,10;POKER;Estrela;App
 zrp.p5mt.cl6c;07/08/2025;40,15;esportiva;Superbet;app
e38xhe5fefe;2025-11-22;25.43;Esportiva;Betano;App
J8AZ-FDVL-XD7;2025-11-27;43,99;BINGO;Superbet;App
 qz55pcy427c;2025-11-17;308.92;CASSINO;Bet365;App
v9q.2awb.pk3j;2025-10-22 00:00:00;26.90;cassino;Pixbet;app
6JJC-W35U-8XY;2025-05-08 00:00:00;17.96;Cassino;Superbet;Site
6B6H-NTHG-LBS;17/12/2025;82.97;bingo;KTO;app
SP58-6JZT-X4Q;2025-04-19;54.57;CASSINO;Superbet;app
9B3T-X99F-RPR;2025-03-11 00:00:00;21.81;BINGO;Estrela;app
kupd3wsyup5;2025-05-08 00:00:00;78.41;Bingo;Bet365;app
5fc9bxx3num;2025-11-12 00:00:00;41.01;Poker;Pixbet;App
47rxj8f5fp9;2025-05-15 00:00:00;89,77;Bingo;KTO;app
v5um3vglc6f;19/03/2025;27,54;Esportiva;Estrela;site
wdfasdlscz9;2025-05-14 00:00:00;49,38;esportiva;Betano;App
lxjuzsrfcn5;30/10/2025;34.03;POKER;Betano;App
nanufa4pk9l;2025-06-02 00:00:00;123.87;esportiva;Betano;site
7GC8-P76Y-SZJ;2025-07-22;86.48;Bingo;Betano;site
ZS77-E33D-HH2;2025-09-01;139.98;CASSINO;Sportingbet;app
x5f.5lew.c346;01-08-2025;38,73;POKER;Superbet;App
AWAP-FMX5-HN6;2025-03-02;77.05;Esportiva;Estrela;Site
KM2U-LEZ4-T3J;2025-07-26 00:00:00;79.54;ESPORTIVA;Betano;Site
yf82jhs5g8w;08/11/2025;126.68;Cassino;Bet365;App
MU57-UC4K-7BD;2025-03-11;99,37;Esportiva;Estrela;app
x42.p2c5.833f;26-05-2025;90.36;cassino;Estrela;app
75LS-JKEP-KJH;2025-03-21 00:00:00;55,45;Cassino;Sportingbet;App
xsjhufjngll;2025-08-31 00:00:00;16.04;CASSINO;Superbet;app
T7X6-99ZV-DNR;26-08-2025;0.00;esportiva;Bet365;App
mns7snxe9yq;13/09/2025;34.39;Esportiva;Bet365;app
8qc.73gd.eqv5;09/03/2025;111.80;CASSINO;Pixbet;app
qq4.ljsv.ur7q;2025-03-02;85,73;Cassino;Bet365;Site
a5sugjgzqdb;2025-09-15;53.97;esportiva;Pixbet;App
36EA-DXUC-HTZ;02/07/2025;19.06;Cassino;Superbet;App
clc.5bgb.k3u7;04/04/2025;22.50;poker;Estrela;app
zvcucygvh55;07/06/2025;46.31;CASSINO;Betano;App
bwk9cytf5zk;06/09/2025;108.56;Esportiva;Superbet;App
q74ayyzfhez;2025-05-21;61.57;Bingo;Bet365;app
9j2rld8edrd;2025-06-12;-40,51;esportiva;Superbet;app
m7tv5wmhv7t;2025-12-06 00:00:00;443.37;Esportiva;Blaze;app
aaf.23z5.85ds;2025-10-23;R$ 67,74;POKER;Superbet;App
rtalvlszjp3;21-11-2025;58.93;esportiva;Estrela;App
qz5.5pcy.427c;2025-08-12 00:00:00;R$ 43,10;POKER;Superbet;App
8vbf3b5qs4k;02-07-2025;46.04;Poker;Pixbet;App
CPPR-2SEH-ZHR;2025-07-25;58.09;ESPORTIVA;Sportingbet;Site
ubh.hhkw.aa6p;2025-12-15;58.00;Cassino;Blaze;Site
rf3bdjvmmt4;2025-10-24;26.67;Esportiva;Pixbet;app
sjbwgr5bv9d;27/04/2025;15.16;Esportiva;KTO;App
da7.jmmc.ak9e;30-04-2025;18.39;POKER;KTO;app
 pw8.9nn5.xxs7;2025-08-30;81,27;Poker;Betano;app
 chk.9v8h.cr44;2025-11-16 00:00:00;40.09;cassino;Sportingbet;app
huj.uryg.42j4;2025-08-23 00:00:00;169.76;esportiva;Betano;app
C7E4-QM4F-UKJ;2025-08-31;56,40;esportiva;Estrela;app
z9nekdpyjze;2025-05-29;18.01;esportiva;Betano;app
lya.jyhv.nqm6;23/07/2025;38.01;ESPORTIVA;Estrela;App
e856mwphgnt;22/04/2025;119,63;POKER;Superbet;app
zcy.xkpp.d4dm;2025-08-11 00:00:00;138.34;Cassino;KTO;site
q7bj6rm4ffe;19-03-2025;41,71;Esportiva;Estrela;Site
m7t.v5wm.hv7t;2025-08-28 00:00:00;56.38;bingo;Blaze;site
5FFY-XH4Z-GV5;2025-08-16 00:00:00;23.72;esportiva;Estrela;Site
 ZV4H-YRNQ-HV3;09-07-2025;20.13;cassino;Betano;app
mzl.pkdh.tpv8;2025-03-28;124.76;Esportiva;Bet365;app
L2RX-XWHV-BWR;2025-04-21;131.34;Esportiva;KTO;app
rtl.t5nv.q4sq;2025-11-01;64,30;CASSINO;Superbet;app
vfkm85fyrhh;17-04-2025;24,32;esportiva;Superbet;app
QGLS-M3ZA-CD8;12/03/2025;15.41;CASSINO;Bet365;site
jk8.vjxp.e9yj;2025-12-09 00:00:00;29.51;Esportiva;Bet365;site
WHBZ-K4U9-YMT;2025-11-16 00:00:00;17,22;cassino;Sportingbet;site
vq7.yfyp.ldnp;2025-05-20 00:00:00;145.39;ESPORTIVA;Superbet;app
4va.7y2n.8qur;2025-03-03 00:00:00;R$ 67,23;Esportiva;Sportingbet;app
c4x.cwue.s4nj;02/04/2025;18,53;Esportiva;Pixbet;app
QUB9-VEKY-KMT;2025-03-10;51.96;Esportiva;Betano;App
kl3.l8ks.u425;2025-09-30 00:00:00;19.22;ESPORTIVA;KTO;site
e3wmyjxg2yj;2025-03-08 00:00:00;R$ 134,82;Cassino;Superbet;app
hhcchbz7p66;2025-10-31;78,22;esportiva;Betano;app
 tvdd2ld7pxv;17/11/2025;13.11;ESPORTIVA;Bet365;app
CTJP-LYWF-72N;07/06/2025;42.33;CASSINO;Superbet;site
uat.gfb3.lf63;26-09-2025;36.99;ESPORTIVA;Betano;app
yzp5xgamd8u;18-03-2025;59,35;ESPORTIVA;Bet365;Site
cah.sqnz.zuhn;2025-10-13 00:00:00;138.35;Cassino;Betano;app
MEF2-72T3-UB3;03/05/2025;149,71;poker;Estrela;app
mlxrxvkamrz;15/07/2025;86,91;CASSINO;Superbet;app
R5RN-6VJY-2KL;27/06/2025;19.25;Bingo;KTO;site
K828-53CQ-NK5;2025-09-30;30.47;Esportiva;Sportingbet;App
k64.34le.hevh;09-10-2025;57,24;esportiva;Superbet;app
5ftevxa8jqj;2025-04-16;45.88;esportiva;KTO;app
5KC7-BCW7-NZ2;2025-07-21;21.13;poker;Betano;Site
XF3K-7XGT-UT3;26/11/2025;447.63;Cassino;Blaze;site
ju7.yuzd.br7g;2025-10-26;11,91;Cassino;Betano;Site
 7artha2bw5q;2025-11-11 00:00:00;153,30;ESPORTIVA;Estrela;App
mqmhbjzq3x9;2025-04-02 00:00:00;120.65;cassino;Betano;App
mzuh6qvkaqz;06-09-2025;13.32;Esportiva;KTO;App
N22F-SGZW-YSM;27/11/2025;127.75;Esportiva;Sportingbet;app
xf3k7xgtut3;2025-12-18 00:00:00;56.94;CASSINO;Sportingbet;app
m6j73bflqtj;27-09-2025;30.11;esportiva;Sportingbet;site
sfxck7x7yah;24/08/2025;40.26;bingo;Blaze;App
f63.yu9w.aexw;2025-06-28 00:00:00;65.84;Cassino;Betano;App
lt7.m3dy.pw3j;2025-12-06 00:00:00;135.60;Esportiva;Blaze;App
vdr.4seh.ba64;2025-04-06 00:00:00;44.04;cassino;Bet365;app
zcu.fu6a.778b;2025-06-30 00:00:00;R$ 70,92;CASSINO;Betano;app
q9p.jhj5.w3bz;2025-11-25 00:00:00;25.49;Poker;Pixbet;site
hsg.p6mk.uatj;2025-03-12 00:00:00;36.02;Cassino;Bet365;site
ghr27eded8e;2025-05-05 00:00:00;-23,28;Esportiva;Blaze;app
vbs2mk2g96t;2025-04-29;23,92;CASSINO;KTO;site
66h.cs25.en2b;13-06-2025;51,01;Cassino;Sportingbet;Site
yspsvsgbgfx;04-11-2025;22.86;ESPORTIVA;Superbet;App
4kzp4w7qmlt;2025-04-01 00:00:00;162.67;CASSINO;Blaze;app
sah.huyr.mb89;07-03-2025;R$ 30,73;CASSINO;Bet365;App
2VK5-J6E4-WFN;21/11/2025;80.96;Esportiva;Bet365;App
65g.xuct.hsvy;2025-07-22 00:00:00;47.38;cassino;Blaze;app
xlsastxvnng;09-05-2025;64.42;esportiva;Estrela;App
eg5.tlbf.da84;2025-07-01 00:00:00;73.18;poker;Estrela;App
up8f98jhlz3;2025-09-13 00:00:00;R$ 122,60;Esportiva;Pixbet;Site
WJX6-Q6HT-4LF;17/05/2025;24.65;Esportiva;KTO;site
xls.astx.vnng;2025-05-19;20.33;CASSINO;Estrela;Site
wqqnpqbgan4;04-10-2025;55.47;CASSINO;KTO;App
G65Q-JZ5B-K5D;2025-05-15 00:00:00;119.65;esportiva;Estrela;App
m8s.t73f.vxjs;2025-10-21;42.37;ESPORTIVA;Superbet;App
ewqruwekrcy;2025-12-16 00:00:00;47.61;ESPORTIVA;Sportingbet;App
22h.8zae.wrtx;2025-09-15;100.20;ESPORTIVA;Betano;app
yb4xst5n6cj;2025-03-06 00:00:00;R$ 39,53;cassino;Superbet;app
nkx.zaqk.hn3b;16/03/2025;39.19;Esportiva;Estrela;app
2LQW-QKGH-EUH;2025-04-30 00:00:00;359,91;ESPORTIVA;KTO;app
wzz.vuzf.y8ca;2025-11-01 00:00:00;20.30;esportiva;KTO;site
y5k.zg9s.6dmu;2025-07-30 00:00:00;73.40;esportiva;Bet365;app
5DS3-NEBG-VFP;2025-09-16;42.42;Cassino;Bet365;site
kyqubbfrs4d;10/04/2025;R$ 29,54;esportiva;Blaze;App
say.nzu6.hp3t;10-05-2025;39.81;Cassino;Blaze;App
KR2Q-DYHN-HR2;29/11/2025;117.02;Cassino;Sportingbet;site
wn6.534t.5b5u;2025-04-20 00:00:00;145.76;CASSINO;KTO;site
wya.6mwr.mnhv;05-08-2025;69,88;esportiva;Sportingbet;app
e7c.5eab.2lp4;2025-07-23 00:00:00;R$ 21,43;esportiva;Bet365;App
c52.w9yx.7qwt;2025-04-06;23.79;POKER;Blaze;App
gug.72mn.r3pp;25/09/2025;4,53;poker;Sportingbet;Site
8YVG-ZPTH-KEF;02/12/2025;55.75;esportiva;Bet365;app
3qwexja552j;2025-10-06 00:00:00;71.07;Bingo;Betano;App
nft.ea94.f4jn;2025-11-17 00:00:00;12.90;Poker;KTO;site
pft.d23x.u5ee;21-10-2025;98.60;CASSINO;Estrela;app
yshs8c7ptaw;2025-08-08 00:00:00;40,39;Cassino;KTO;app
bvkcv2ur7lr;2025-06-05 00:00:00;14.70;Bingo;Betano;App
PPTH-B5ET-NLB;23/05/2025;23.77;esportiva;Blaze;App
8nr.qwqz.9kgt;2025-03-11;32.08;Esportiva;Superbet;app
4774-NJRM-Y98;02-08-2025;64.38;Cassino;Pixbet;app
2dz.dzh7.xemm;2025-07-12;46.08;ESPORTIVA;Blaze;site
6SLP-4PJ9-JQA;13-10-2025;18,13;cassino;Pixbet;app
jsyz4cl7xuy;2025-11-04 00:00:00;16.44;ESPORTIVA;Sportingbet;app
se9sgbaafxs;2025-05-30 00:00:00;25.98;CASSINO;KTO;App
rnz.jx5t.jtpk;26/06/2025;46.56;Cassino;Estrela;App
yw4.dspt.sdry;20/04/2025;30.55;esportiva;Bet365;app
j6w.re48.ckpm;2025-07-25 00:00:00;49.81;bingo;Bet365;site
p5x.gsyc.2gkp;03/05/2025;98.15;ESPORTIVA;Pixbet;site
6na66vwsafe;24/09/2025;14,77;Esportiva;Blaze;site
enz.grda.hysk;27/03/2025;28.11;CASSINO;Sportingbet;app
blgsyufnctz;2025-10-25 00:00:00;33,62;cassino;Blaze;App
y5q.4yyz.ryvj;2025-07-02 00:00:00;9.60;ESPORTIVA;Pixbet;App
2fg2gearwz6;24/04/2025;94.57;Esportiva;Estrela;app
 QL34-N2ZY-3AQ;2025-06-25;147.67;CASSINO;Estrela;Site
a84.je44.6tzz;2025-03-02;73,67;Esportiva;Betano;app
5BU5-4U3L-T2Y;05/12/2025;82.93;esportiva;Sportingbet;app
an48en4attm;2025-09-18 00:00:00;171,97;ESPORTIVA;Betano;App
pd2.a7xc.zyxx;28/05/2025;11.96;poker;Pixbet;App
ZBBA-3H38-X97;16/11/2025;R$ 34,22;cassino;KTO;Site
gbq.rt6l.bjx8;15/12/2025;117.24;Esportiva;Sportingbet;site
g86.rh93.sjvm;2025-03-24 00:00:00;85.99;Bingo;Sportingbet;app
5zc.aaaw.8ryu;30-05-2025;24.76;Esportiva;Betano;App
pf5.38vh.vhd2;2025-11-03 00:00:00;114,95;CASSINO;Betano;App
jmk.3xy6.z5ps;2025-09-02;58,08;ESPORTIVA;Betano;App
49d.rg9g.n22q;2025-12-06;47,63;CASSINO;Pixbet;Site
E8MD-HASU-NZR;01/06/2025;105,51;Esportiva;Estrela;app
3ph.hrlx.n5u7;25-03-2025;70.37;cassino;Superbet;App
3raxry3fdp6;12-09-2025;97,20;ESPORTIVA;KTO;App
2zp.vhsq.wcuw;13/12/2025;28.34;Poker;Pixbet;site
4p3kvuerw46;2025-07-23;R$ 6,62;poker;Pixbet;App
njv.vvvj.p8cn;2025-10-25;96.00;Esportiva;Estrela;App
C5NT-KHQE-VE2;2025-05-20 00:00:00;117.01;ESPORTIVA;Bet365;Site
l6sdhxqg3dh;2025-08-06;8,89;esportiva;Bet365;app
bcy3djx3lrw;17/03/2025;80.66;Cassino;KTO;app
KDN3-Z2FA-JJ5;2025-09-15 00:00:00;81.04;Cassino;Pixbet;App
N9XB-V55B-3UM;2025-09-05 00:00:00;5,15;esportiva;Betano;app
th8.jesd.qr58;08-03-2025;122,98;POKER;Sportingbet;Site
2u4.ln85.clqn;2025-08-29 00:00:00;37.16;esportiva;Sportingbet;app
ep7.pkdb.l3l4;2025-06-20;110.07;Esportiva;Blaze;app
2u4ln85clqn;09-07-2025;108,98;Poker;Betano;app
vbuujggwujm;2025-08-31;R$ 101,31;BINGO;Estrela;App
 vhl.w6v5.ttys;12-04-2025;18,36;cassino;Sportingbet;App
k54aurxjdjs;2025-08-01 00:00:00;54.39;ESPORTIVA;Blaze;app
 4zf.m3th.zx6s;2025-12-13 00:00:00;48.13;ESPORTIVA;Pixbet;app
 9wh.lj4c.ztcv;2025-03-17;71,80;esportiva;Sportingbet;App
awkvudqsb58;2025-07-25;71,29;Cassino;Blaze;App
q2hknnmtwku;2025-11-23 00:00:00;67,23;Esportiva;Superbet;App
7u6.m6gy.su9l;2025-03-15;146,36;Esportiva;Estrela;app
8tu.fw5e.lpqh;2025-06-05 00:00:00;42.61;Poker;Pixbet;Site
wy3ax94juje;07-03-2025;102.34;ESPORTIVA;Betano;App
flz.2gl2.mcre;2025-07-04 00:00:00;67.78;Cassino;Superbet;site
GB5P-G4RY-C8L;2025-06-24;37,08;cassino;Sportingbet;app
 pnr.zthv.g7vr;2025-12-05 00:00:00;165.56;esportiva;Blaze;App
RQYB-GQG7-F6X;2025-05-30;56.72;ESPORTIVA;Estrela;site
e68ry2mae63;17/10/2025;37.44;esportiva;Blaze;site
CFPU-8UPP-K6D;2025-12-10 00:00:00;133.73;esportiva;Superbet;App
2YFE-XYUD-Y85;06-03-2025;22.21;Esportiva;KTO;site
dnm.2ud8.rz9k;23/05/2025;176.88;Esportiva;Betano;app
m6c.jesz.3nwc;2025-09-14;R$ 39,47;BINGO;Superbet;app
82z.gqqk.ur3l;2025-12-08 00:00:00;50.19;CASSINO;Estrela;app
6e7.jw3p.xck3;2025-12-01;28.40;Esportiva;Pixbet;app
ud8r88cdfum;08/12/2025;R$ 23,97;Esportiva;Bet365;app
uxdupj4ajdw;2025-11-10 00:00:00;62,63;Esportiva;Estrela;app
m8t.ula9.qx6m;2025-12-01 00:00:00;33,26;ESPORTIVA;Estrela;App
Q378-JR39-JQW;2025-10-30 00:00:00;137.06;ESPORTIVA;Estrela;app
yuh.cqzh.xmd7;2025-07-09 00:00:00;40.02;ESPORTIVA;Pixbet;App
wss.xfhv.hu5t;2025-12-04;R$ 113,54;ESPORTIVA;Superbet;App
7wb.272d.y4qb;2025-06-22 00:00:00;37.43;Cassino;Pixbet;site
 tc2.6bj5.t83h;28-11-2025;136,74;ESPORTIVA;Superbet;app
bkq.jr9x.x9sc;2025-08-02;23.35;esportiva;Sportingbet;site
d58.pms8.gfud;07/09/2025;49,19;Esportiva;KTO;Site
u6z.n5ne.ul3k;2025-04-09;53,61;poker;Blaze;App
6aa.xn72.kp8u;2025-11-27;93.03;ESPORTIVA;Bet365;app
gh2.n26d.79rs;2025-04-05;30.58;poker;Estrela;site
478V-ZKBN-5ET;2025-04-09 00:00:00;35.79;Bingo;Superbet;App
zyw.xu6h.nweb;11/06/2025;11.81;Poker;Pixbet;App
Z5HJ-79KS-UW5;03-10-2025;43.67;Esportiva;Betano;app
jnf9zrey3fj;2025-11-09 00:00:00;112,93;ESPORTIVA;Sportingbet;App
7697g4jd9uu;2025-11-03;53.10;Cassino;Blaze;App
vrv.wdeh.kxjz;2025-11-29 00:00:00;73.04;BINGO;Bet365;app
5mmfc39yldb;2025-06-26;41.69;cassino;Blaze;app
xxr.95uw.ls8g;2025-04-26 00:00:00;R$ 21,67;CASSINO;Bet365;app
vc5waafxsrt;29/08/2025;91.31;CASSINO;Betano;App
b5z.72fy.wje6;2025-07-23 00:00:00;36.87;CASSINO;Betano;site
2xm.3nlj.xvhl;2025-05-10 00:00:00;84.58;Cassino;Betano;Site
d6w.qxe5.rbsc;2025-08-06 00:00:00;13.17;cassino;Blaze;app
xtpkzj2h6yt;09-09-2025;172.15;esportiva;Blaze;App
vud2we7xupc;06-05-2025;26.07;Esportiva;KTO;Site
tes.u4z8.tehl;30-11-2025;45.89;Esportiva;Estrela;App
355.zdbj.lf8d;2025-05-21;122.84;esportiva;Betano;App
kqa.5y3q.yjyf;2025-08-30 00:00:00;20.88;ESPORTIVA;Blaze;app
wr7.wejl.paph;05/10/2025;32.93;ESPORTIVA;Blaze;Site
dfxdb63ncrl;18-09-2025;178.97;Cassino;KTO;app
ne5.nq9q.2m8d;18/03/2025;78.84;bingo;Betano;Site
UMB6-DZSY-7GD;06/11/2025;26,77;Esportiva;Sportingbet;App
sqe.bn7a.36zy;11/09/2025;69.53;ESPORTIVA;Bet365;app
 5kc.7bcw.7nz2;2025-04-13 00:00:00;17,95;esportiva;KTO;Site
yzm.zqcu.jl6f;16/03/2025;85,26;Esportiva;KTO;App
r49.cylp.gz5m;2025-12-10;19.74;poker;Estrela;site
K7CS-QEP4-RH4;27-10-2025;62.69;Poker;Blaze;site
2XJF-VLGG-HCG;15-03-2025;37.28;POKER;Pixbet;App
f7xfe5ycph3;2025-03-05 00:00:00;58.93;BINGO;Estrela;App
2uk8qwjvx7l;2025-07-02;113.33;Cassino;Estrela;App
YW4D-SPTS-DRY;2025-09-20 00:00:00;253.78;esportiva;Estrela;app
7hb.8s2s.lsmt;20-09-2025;14.62;Poker;Pixbet;App
z9z.27uz.7ahk;2025-09-15 00:00:00;32.83;ESPORTIVA;Bet365;app
SBZV-YYF9-9EH;2025-11-22 00:00:00;88.27;Esportiva;Estrela;site
hvftux6yjgp;24-10-2025;26.65;CASSINO;Betano;site
S7T4-FCM2-R94;2025-06-26 00:00:00;-57,04;Poker;Bet365;site
drd.7tgv.tsu7;05/08/2025;107.69;esportiva;Blaze;app
9cax53vp7k6;2025-06-19;24.37;poker;Estrela;Site
RUSA-JDUN-8KH;2025-05-12 00:00:00;35.09;esportiva;Bet365;app
B3QL-D7ZJ-VQL;2025-09-04 00:00:00;202.71;Bingo;Estrela;App
558W-769K-RX7;2025-04-06;30.51;esportiva;Pixbet;app
qxv.62rc.xpck;25-04-2025;66.09;Cassino;Estrela;site
x4w.xpbp.5t2b;2025-03-09;R$ 90,28;ESPORTIVA;Pixbet;site
jx8.nlnf.ucg7;2025-09-19;35.37;Poker;Betano;App
9G27-ZNET-AXP;14/06/2025;103.92;Cassino;Blaze;Site
8jey757caub;29/05/2025;44.87;Bingo;Pixbet;site
R49C-YLPG-Z5M;17/07/2025;122.43;Cassino;Estrela;App
22bgauf7cw3;18/12/2025;7,05;esportiva;KTO;app
5dbxe85qcb4;05/10/2025;38,44;ESPORTIVA;Superbet;site
VDVR-CKNR-TWM;09/03/2025;40.38;CASSINO;Superbet;app
zhq2uhmtdmq;05-10-2025;14.79;ESPORTIVA;Betano;app
rlbnujgsazx;2025-07-28 00:00:00;134.16;cassino;Bet365;Site
tvys59nmbsz;22/05/2025;48.19;CASSINO;KTO;App
cnywykcrzg9;2025-12-03 00:00:00;30.66;poker;Sportingbet;site
ynp.uyqx.3fnk;2025-08-24 00:00:00;19.45;Bingo;Bet365;App
b2v.wn7n.bu2p;2025-07-17;77.30;esportiva;KTO;app
3lv.tf2v.g2v5;03-06-2025;R$ 33,79;Esportiva;Bet365;App
zj3hrub3yea;22/03/2025;19.55;Poker;Bet365;App
 nxp.hyus.36jy;2025-09-17;29.00;bingo;Betano;app
 tar.nrlr.yqn2;2025-04-01 00:00:00;42.58;poker;Superbet;App
fzt.qclg.zvng;2025-07-11 00:00:00;339.19;Esportiva;Bet365;Site
w54.hg4w.2hm4;06/03/2025;41.18;esportiva;Superbet;Site
z3g9c6h7lnv;2025-04-20 00:00:00;112,66;Cassino;KTO;app
J2W6-4TT5-4QW;2025-10-26;60.14;CASSINO;Estrela;app
cb5.4hb4.94t7;2025-07-21 00:00:00;40.90;Poker;Bet365;App
8UP7-D482-MLM;2025-04-24 00:00:00;60.93;CASSINO;Bet365;app
v9q.2awb.pk3j;2025-12-03;54.73;esportiva;Pixbet;App
w54.hg4w.2hm4;2025-04-25;319,26;ESPORTIVA;KTO;App
u9c.nb9d.5qn9;2025-07-08 00:00:00;203,01;ESPORTIVA;Estrela;App
uwf.4flf.5wwj;2025-10-24;-8.49;POKER;KTO;Site
 AWMH-J9A8-JEJ;20/09/2025;21.75;esportiva;Estrela;App
8p4.449x.49sd;2025-09-25 00:00:00;59.99;esportiva;Pixbet;site
L5HA-JDWF-W86;23-11-2025;11,52;esportiva;Estrela;site
2lt.66fr.kv4l;09/03/2025;79.44;POKER;Estrela;app
lqdlf3uue4y;2025-06-27 00:00:00;44,45;Cassino;Betano;site
7rnalcpnh9z;2025-10-01;45.95;esportiva;Betano;site
WNAZ-XXFZ-Z5U;2025-09-19 00:00:00;13.62;Bingo;Bet365;Site
epj65tgkckf;2025-10-12;39.71;esportiva;Blaze;App
f3c.uqbf.xgqm;2025-07-10;6.76;ESPORTIVA;Superbet;app
4gu.5yv6.f8tp;2025-08-01 00:00:00;27.89;bingo;KTO;app
ftcaqqkw4t7;2025-10-25 00:00:00;55.82;ESPORTIVA;Betano;app
8YBE-5QDE-WPT;25/09/2025;26.14;cassino;KTO;app
2w3wnuzn763;06-08-2025;44.48;esportiva;Blaze;app
78c.ceqe.trvg;2025-09-08;73,85;CASSINO;Superbet;app
sw5.ffwa.5gsc;22/08/2025;47,18;ESPORTIVA;Blaze;app
84b.6dac.sy4v;2025-12-11 00:00:00;13.62;Cassino;Blaze;App
3ta.2usj.lb3n;2025-08-27;152.30;esportiva;Blaze;site
bbzaf9pzrcf;27-08-2025;27.33;bingo;Estrela;App
L9C2-GHED-D47;2025-10-31;46,97;cassino;Bet365;app
kkj2s24m2bp;2025-11-04;28.46;Cassino;Superbet;App
 ece.yyjn.mah2;14/04/2025;47.07;bingo;Betano;app
 fu8.f32k.e23y;25/10/2025;81.63;esportiva;Estrela;App
 NPKJ-3CP4-YYR;2025-10-12;23.57;Esportiva;Sportingbet;App
xndayejqszt;2025-08-15;54.85;Esportiva;Blaze;site
nkkz5tad9ka;22-03-2025;13.46;Poker;KTO;App
xk46jddvjbu;2025-08-17;34.16;Esportiva;Bet365;App
cfp.u8up.pk6d;2025-03-31 00:00:00;86.90;POKER;Bet365;site
scz.3k4g.fetk;07/07/2025;76.27;ESPORTIVA;Superbet;app
572y8f2sydv;2025-04-01 00:00:00;42.57;cassino;Superbet;App
jytgdlayabf;2025-12-13;223.13;Bingo;Estrela;app
h9w.wcsp.vnvc;2025-09-23 00:00:00;52.94;Cassino;Estrela;App
6b7.mvxn.fg4x;05/06/2025;R$ 27,92;cassino;Bet365;App
up8f98jhlz3;2025-03-30 00:00:00;77.05;Esportiva;Superbet;App
v2k.ylqw.9tyv;08/03/2025;32.12;esportiva;KTO;app
5x7.dwnc.h3ce;08-04-2025;52.82;ESPORTIVA;Estrela;app
b52.9xdx.fcpy;2025-08-15;25.35;Esportiva;Bet365;App
QSW2-SMAT-YC4;2025-10-24;60.38;poker;Sportingbet;App
EC3U-M6FE-RJH;26/10/2025;87,03;esportiva;Pixbet;App
yyhpbdkcjwn;2025-09-21;54.49;ESPORTIVA;Betano;App
xqq.dhc7.8d5x;13-06-2025;42.67;CASSINO;Blaze;app
DW8F-84EG-GCM;2025-08-02 00:00:00;40.50;Esportiva;Betano;App
FRX2-CQUW-HMF;28-11-2025;49,90;Cassino;Bet365;App
jbw2m3by3jk;2025-10-27;14,09;ESPORTIVA;Pixbet;App
6CNP-N4N8-NF8;03/06/2025;20.10;BINGO;KTO;Site
urzqc398smv;2025-08-29;R$ 79,09;esportiva;Superbet;app
