id_contrato;cpf;dt_contratacao;produto;canal_originacao;valor_contratado;prazo_meses;taxa_juros_am;limite_aprovado;score_bureau;renda_declarada;idade;uf;sexo;status_contrato;fpd_15;over30_3m;over60_6m
C0021037;J9JF6CXBKXL;03/08/2025;ep;site;296,93;6;13,04;416,67;533;6550.00;37;SP;F;Ativo;0;0;NAO
C0036867;Q7HGQQ636WR;05/11/2025;cartao;app;1.251,03;12;7,39;2121.14;708;2.470,00;46;RJ;F;Quitado;0;1;SIM
C0029532;K2SFEF8JGQY;19-08-2025;EP;loja;715,40;10;8,40;895.19;633;2.490,00;43;SP;M;Ativo;1;1;SIM
C0048261;RCA2898J2SW;2025-08-24;EP;app;1.329,96;24;9,78;2.316,86;656;4650.00;39;SC;F;Quitado;0;0;SIM
C0011236;WM26T6M5WGW;2025-08-19;cartao;Loja;1.455,67;6;11,71;3.420,64;531;4860.00;32;MG;M;Quitado;0;0;NAO
C0013954;N5985Q22WGH;2025-08-06;CREDIARIO;site;707.33;6;12,21;958,19;579;1.850,00;39;SC;F;Cancelado;0;0;NAO
C0040181;5TK6VMZCYFS;23-08-2025;Cartão;Loja;543.04;9;9,23;1.105,76;652;1850.00;32;SP;M;Ativo;0;0;NAO
C0035537;MEEQKP3UT8Q;19/07/2025;Cartão;site;579,50;24;14,29;907,42;575;0;19;SP;F;Ativo;1;1;SIM
C0002132;9UNRGN7VPD6;12-07-2025;ep;LOJA;226.05;24;13,54;311.27;564;3280.00;45;GO;M;Ativo;0;0;NAO
C0044047;BS5FWVKYUNZ;31/07/2025;Empréstimo Pessoal;Parceiro;493,83;18;5,48;811.60;732;3.320,00;47;MG;M;Quitado;0;0;NAO
C0001521;W2GLKC9HQMB;2025-06-13;Crediário;loja;303.56;12;8,34;R$ 451,93;687;1.310,00;56;MG;M;Ativo;0;0;NAO
C0033253;CDUB2TQGPX8;28/07/2025;cdc;parceiro;668,60;18;8,32;1.423,90;655;2670.00;47;GO;M;Ativo;0;1;SIM
C0000932;ns7tnx2prg5;31/07/2025;Cartão;Parceiro;1375.13;12;9,85;2.731,99;565;1.850,00;50;RJ;F;Ativo;1;1;SIM
C0039568;UQ9E4SML7Y4;2025-06-13;Emprestimo Pessoal;SITE;R$ 553,96;3;3,42;R$ 1.316,79;775;;27;SP;F;Ativo;0;0;NAO
C0027440;ZBBBUQDDYDC;11-09-2025;Emprestimo Pessoal;App;441.58;3;6,04;1.006,14;758;2610.00;51;GO;F;Ativo;0;0;NAO
C0017916;5VU8GTK52L5;17/07/2025;CARTAO;Parceiro;R$ 521,15;12;10,97;879,00;588;2140.00;38;RS;M;Cancelado;0;0;NAO
C0016933;EU4HFQAD25M;16/08/2025;cdc;LOJA;1.072,47;6;4,67;1.916,67;687;1.640,00;20;PE;M;Cancelado;0;0;NAO
C0010726;CBUADRKPY3N;08-07-2025;EP;SITE;1172.67;6;7,67;2756.27;719;1.990,00;44;SP;M;Ativo;0;0;NAO
C0019710;9MGS2F66R7K;2025-11-15;Crediário;App;347,59;6;6,59;525,03;800;R$ 2.210,00;39;MG;M;Ativo;0;0;NAO
C0042150;5jltdfbyj5s;16/07/2025;CDC;Parceiro;R$ 713,57;6;10,48;1.232,78;608;2770.00;35;RS;M;Cancelado;0;0;NAO
C0046556;8ZKRWP6UPPP;27/08/2025;ep;APP;556.13;6;9,90;1.297,66;652;N/I;24;MG;M;Cancelado;0;0;NAO
C0044905;86JX2R34TRC;2025-08-01;Empréstimo Pessoal;app;1.075,06;6;6,21;1.589,64;640;2940.00;37;SP;F;Ativo;0;0;NAO
C0020503;rp2wqczd8dc;2025-09-21;cdc;site;695,32;6;12,65;1.622,87;618;3.500,00;30;SC;F;Ativo;0;0;NAO
C0006271;JCWC24YH8CD;2025-09-16;CREDIARIO;App;1074.37;12;10,70;1.186,35;686;1.990,00;27;SP;M;Ativo;0;0;NAO
C0049273;SBNT39W8CVQ;25-11-2025;CDC;Site;953,23;6;12,85;1626.84;574;N/I;22;PA;M;Cancelado;0;0;NAO
C0042323;38ZZ379NE6P;27/07/2025;EP;App;759,69;12;10,37;1.159,72;539;2130.00;24;RJ;M;Cancelado;0;1;SIM
C0040774;XA4RE2TLQ7C;01/10/2025;ep;Loja;558,62;18;2,50;783,78;768;2220.00;36;PR;M;Cancelado;0;0;NAO
C0030325;CTDQAYAW6MD;04/06/2025;CDC;Parceiro;548,80;3;14,14;724,22;419;R$ 1.700,00;46;SP;F;Quitado;1;1;SIM
C0048966;R5BQ4QALL9Y;09/08/2025;cartao;App;206.34;3;5,29;283,15;701;R$ 2.990,00;31;RS;M;Cancelado;0;0;NAO
C0015184;AUE5HHXKMLS;2025-09-08;Emprestimo Pessoal;Parceiro;1.960,80;12;13,05;2.318,03;565;4.150,00;35;MG;M;Ativo;0;0;NAO
C0020672;A8B5AXBBHHX;22/06/2025;CARTAO;PARCEIRO;1.214,88;12;4,35;R$ 1.970,62;804;3860.00;56;RJ;M;Quitado;0;0;NAO
C0040113;TBYGVQ4KUGN;25/08/2025;cartao;SITE;1.118,53;3;11,65;2.406,77;607;3760.00;51;SP;F;Quitado;0;0;NAO
C0048269;JU2645UHAST;09/11/2025;ep;SITE;983,65;12;5,56;2.099,88;805;2.520,00;38;CE;M;Ativo;0;0;NAO
C0027067;J7HWJBNC6FR;17/09/2025;CDC;site;705,29;24;10,35;1.632,16;602;2.240,00;48;GO;M;Ativo;0;0;NAO
C0024772; TWBVH65Q4RP ;29/10/2025;ep;SITE;326,42;24;5,39;662,94;741;R$ 1.740,00;59;SP;F;Ativo;0;0;NAO
C0007122; K62ES2WAAU7 ;17-09-2025;Emprestimo Pessoal;Site;787.20;10;9,90;1.391,90;573;1.820,00;26;RJ;F;Ativo;0;0;SIM
C0001177; HVTCG8Z2GCK ;08/11/2025;ep;App;526.30;12;10,70;672,50;592;5270.00;53;PR;M;Cancelado;0;0;NAO
C0022084;8LL7DP89ZLM;17/06/2025;ep;App;489.41;18;16,00;633.11;485;R$ 2.910,00;18;SC;M;Cancelado;0;0;NAO
C0051075; MLPUFSGB9NC ;25/09/2025;cdc;LOJA;2255.98;6;8,75;2.456,55;615;1.170,00;36;MG;F;Cancelado;0;0;NAO
C0037927;WJTFE6BLDFY;09/09/2025;Emprestimo Pessoal;app;1.078,76;24;11,31;1.304,67;570;R$ 5.610,00;19;SP;F;Ativo;0;1;SIM
C0002178;YP472B2G69C;2025-11-05;EP;APP;979.86;6;9,79;1.443,83;644;4.490,00;50;SP;M;Cancelado;0;0;NAO
C0036550;T354HV2MPEQ;20/11/2025;Cartão;app;356,37;9;14,67;382,09;528;5780.00;58;SC;M;Ativo;0;0;NAO
C0028247;XTFY5AGMHK9;2025-08-15;EP;SITE;735,29;6;13,12;1137.32;597;-;23;DF;F;Ativo;0;0;NAO
C0037640;UPCWMBUJNKK;03/08/2025;Crediário;LOJA;R$ 2.307,15;10;13,65;5000.49;530;3.260,00;25;RS;M;Ativo;0;0;NAO
C0036940;CZ8RALYCRAB;27/07/2025;CDC;LOJA;758,49;24;8,49;829.23;638;2170.00;18;SP;M;Ativo;0;0;NAO
C0048144;U9CNB9D5QN9;16-07-2025;cartao;loja;984,21;9;6,50;1.555,91;789;NULL;44;SC;F;Cancelado;0;0;NAO
C0037159;77X8CGHU89R;2025-09-03;CDC;site;658.20;24;6,96;1360.70;778;;54;SP;F;Quitado;0;0;NAO
C0006754; KZHWWPY8PKQ ;19/06/2025;EP;loja;1.370,68;12;6,07;1.762,12;687;R$ 3.340,00;50;SP;M;Cancelado;0;0;NAO
C0048526;GYRS7RTWJL9;2025-11-16;Cartão;APP;515.91;6;7,65;770.28;774;2240.00;24;RS;F;Ativo;0;0;NAO
C0024251;G9RA5EPQG2X;2025-10-15;EP;Parceiro;1134.01;3;10,57;1817.26;548;4090.00;59;PE;F;Ativo;0;0;NAO
C0008332;2E3WSSEWM34;14/09/2025;EP;LOJA;732.05;12;11,59;1.424,13;613;1760.00;65;BA;M;Ativo;0;0;NAO
C0045988;SUMN6HFT7MK;21/08/2025;EP;loja;876,01;18;6,26;R$ 1.229,62;734;3.560,00;45;SP;F;Cancelado;0;0;NAO
C0012733;2Y73FPUSSG9;05/11/2025;CARTAO;loja;2359.73;6;9,55;3.668,94;670;1.800,00;55;MG;F;Quitado;0;0;NAO
C0002110;QUM5D6G6AAC;2025-09-24;Empréstimo Pessoal;site;2.214,29;24;12,62;3.405,27;641;4.400,00;18;GO;F;Cancelado;0;0;NAO
C0051381;PU2LQP3FLPA;09/06/2025;cartao;APP;323,87;9;5,48;582,84;740;2820.00;55;PR;M;Ativo;0;0;NAO
C0001984;RK756KPH85F;01/08/2025;ep;PARCEIRO;1057.52;6;7,01;R$ 1.197,41;673;3.680,00;72;PE;F;Quitado;0;0;NAO
C0024733;SP989U4JHA9;27/10/2025;EP;Loja;1.506,72;18;8,62;3.308,27;628;6.260,00;18;RJ;F;Cancelado;0;0;SIM
C0045783;3LFJK7E29ZB;10-06-2025;Crediário;App;1.297,65;10;9,71;2.524,32;670;2.720,00;60;SP;M;Cancelado;0;1;SIM
C0027422;LPRRNKMC4HC;21-09-2025;Cartão;parceiro;R$ 800,72;9;9,69;1.215,17;602;2370.00;62;SP;M;Cancelado;0;0;NAO
C0010128;4L2TLUULLQA;2025-10-24;Cartão;site;289.51;6;7,12;468,79;593;1.770,00;57;PR;F;Cancelado;0;0;NAO
C0033753;mhp2f9n693f;23/09/2025;Empréstimo Pessoal;App;1.338,18;6;3,66;3.165,29;746;R$ 3.170,00;50;MG;M;Quitado;0;0;NAO
C0003281;x73kf5mkdts;2025-10-05;Crediário;app;874,68;6;18,00;2.008,82;443;5030.00;58;RJ;F;Ativo;1;1;SIM
C0035670;RUASLC3AYFF;2025-08-06;CDC;Site;783,17;3;9,59;1.167,10;639;N/I;33;SP;M;Cancelado;0;0;NAO
C0004951;KCQJ55LGKNX;13/09/2025;EP;PARCEIRO;1.323,24;9;4,21;3.138,96;781;2.970,00;46;DF;M;Cancelado;0;0;NAO
C0017466;jn6xl8ya8as;30/09/2025;ep;loja;232,57;6;18,00;R$ 348,79;392;R$ 1.010,00;34;DF;F;Cancelado;1;1;SIM
C0024119;6Z263FNJW9Y;16/08/2025;CREDIARIO;Site;457,41;18;12,88;785,01;582;1870.00;18;SC;F;Ativo;0;0;NAO
C0030913;4RX5X8EPRUG;31/07/2025;CARTAO;SITE;531,09;10;6,82;1.060,60;688;R$ 1.800,00;46;SP;M;Ativo;0;0;NAO
C0040972;UWQBBJXD5PL;01-07-2025;CREDIARIO;App;1.745,96;9;7,32;2.220,14;675;2300.00;27;CE;F;Ativo;0;0;NAO
C0001982;7T7ZZXLVMWJ;27-06-2025;cdc;Site;R$ 529,86;24;8,24;888,56;674;R$ 940,00;39;SC;M;Ativo;0;0;NAO
C0029149;AVP5Z6RLVCK;25/08/2025;CREDIARIO;loja;543.66;10;11,73;566.39;583;R$ 3.220,00;44;SP;F;Ativo;0;0;NAO
C0002977;HW5B279XLE8;2025-07-11;ep;parceiro;976,07;12;5,90;1006.20;636;2.680,00;46;PE;M;Quitado;0;0;NAO
C0016715;VWFZ2DYFW3J;01/08/2025;Cartão;app;1474.96;3;7,61;2.550,22;672;4.030,00;51;RJ;F;Quitado;0;0;NAO
C0024635;5RWEYK92K93;2025-07-26;cdc;app;1337.23;12;2,87;2.797,16;669;4.270,00;41;RJ;F;Ativo;0;0;NAO
C0021866;DCLE2KPWL4W;22/06/2025;EP;App;1.423,91;3;11,21;R$ 1.973,07;584;R$ 7.530,00;40;SP;M;Ativo;0;0;NAO
C0011674;SGHT9AQQZ9T;24/10/2025;CARTAO;LOJA;707,33;9;7,04;1166.33;767;;40;SP;F;Quitado;0;0;NAO
C0006554;WTZTVCAFTNM;05/08/2025;ep;App;420.27;9;6,06;1002.68;667;R$ 1.260,00;57;CE;F;Quitado;0;1;SIM
C0012719;54D8SVH4CEH;17-09-2025;ep;loja;331,87;3;2,50;503,49;791;;48;RJ;F;Ativo;0;0;NAO
C0027235;JSVLH8SG62A;2025-10-22;cdc;site;R$ 1.847,30;24;2,50;3.094,92;832;3740.00;72;SP;F;Quitado;0;0;NAO
C0045104;7RG2W84XXHJ;2025-10-07;Crediário;parceiro;1.032,38;6;7,55;1885.98;656;3.050,00;53;SP;M;Ativo;0;0;NAO
C0050933;KB4GN3SPPDN;25/08/2025;Cartão;Site;298,62;18;13,91;333.29;515;3.250,00;199;GO;F;Quitado;0;0;NAO
C0004860;s2rscaygmmw;20/10/2025;ep;loja;1.483,71;3;4,26;2.284,00;734;N/I;22;DF;M;Ativo;0;0;NAO
C0016448;5G3JNB6HB68;26/08/2025;ep;loja;977,69;3;5,43;1.911,48;662;2210.00;21;PR;M;Ativo;0;0;NAO
C0038763;S34V8ASCB8H;19/09/2025;EP;SITE;1279.20;12;10,73;2.738,22;647;R$ 1.770,00;58;SP;F;Cancelado;0;0;NAO
C0048461;EWV4S9VRWE5;01/07/2025;Empréstimo Pessoal;LOJA;R$ 508,42;12;5,50;758,65;787;2.260,00;53;SC;M;Quitado;0;0;NAO
C0044592;5T6Q6QXM6LQ;10/09/2025;cartao;APP;1.103,49;10;13,11;2.222,79;535;5.710,00;41;MG;F;Ativo;1;1;SIM
C0012394;GWK573LNV8M;2025-11-11;cartao;App;1119.98;18;11,68;1.915,54;558;2.910,00;33;SP;F;Cancelado;0;0;NAO
C0051147;WM4ARL6Q76J;03/07/2025;CDC;Loja;876.31;9;10,49;2.036,27;551;1.160,00;25;SP;M;Ativo;0;0;NAO
C0046706;GVVZLDZP4E3;30-08-2025;CARTAO;LOJA;771.80;6;4,23;1.203,06;781;960.00;49;DF;M;Ativo;0;0;NAO
C0034675;A5NRNUYXU8T;06/10/2025;EP;SITE;1804.59;10;7,11;3246.72;570;2.700,00;60;SP;F;Ativo;0;0;SIM
C0036877;v6cfy7tsufg;13/10/2025;Cartão;Site;R$ 1.265,96;12;8,76;1393.64;636;R$ 1.440,00;36;PA;M;Ativo;0;0;NAO
C0043325;TKUTPJSXDCG;31/07/2025;CARTAO;loja;R$ 1.781,19;9;7,83;3.091,19;737;3730.00;38;BA;M;Ativo;0;0;NAO
C0006011;GFT2TXJ846X;10/08/2025;Emprestimo Pessoal;Loja;1105.16;3;10,03;R$ 2.061,05;640;3.520,00;35;CE;M;Quitado;0;0;NAO
C0013222;38ZF8TYXRST;08/08/2025;CREDIARIO;Site;1.748,25;6;9,32;2713.04;592;2080.00;41;PE;F;Ativo;0;0;SIM
C0003625;JJUEUNHT2VC;09/12/2025;Empréstimo Pessoal;loja;R$ 756,28;3;13,74;1.163,98;536;3.170,00;52;RS;F;Cancelado;0;0;NAO
C0049646;6UUCZGS5CKZ;11/06/2025;Crediário;site;R$ 934,32;6;9,39;1950.95;629;3680.00;33;SP;F;Ativo;0;0;NAO
C0041471;VA2Q9LERAGM;09/06/2025;Emprestimo Pessoal;parceiro;514,94;6;9,30;1.065,83;633;;43;CE;F;Ativo;0;0;NAO
C0027576;DSEDUGHMJ9N;01/08/2025;ep;PARCEIRO;6102.16;12;12,58;9101.26;533;N/I;56;GO;M;Ativo;0;0;NAO
C0009260;QXWX2XSUW3R;09/08/2025;Emprestimo Pessoal;Loja;1.524,13;18;5,59;2.431,24;754;3.010,00;42;SC;F;Quitado;0;0;NAO
C0048691;BNDENXGWBHU;25-06-2025;cdc;app;781.57;18;8,27;1579.60;672;0;69;RS;M;Quitado;0;0;NAO
C0040569;MZBHBTEGJGY;04/07/2025;Empréstimo Pessoal;Site;738,03;9;11,54;929,93;554;5.160,00;39;RJ;M;Quitado;0;0;NAO
C0031511; C5F6V3UHEC8 ;09/08/2025;Crediário;LOJA;809.18;6;9,47;931,30;601;2.710,00;35;RJ;M;Quitado;0;1;SIM
C0007994; NH4ZQYMX4QX ;06/07/2025;CDC;app;541.89;6;15,74;1014.32;516;2070.00;55;CE;M;Ativo;0;1;SIM
C0026321;3fc56wy49qk;23/09/2025;CARTAO;app;1.412,06;12;8,03;1.855,04;698;970.00;43;SP;M;Ativo;0;0;SIM
C0018657;5KC7BCW7NZ2;09/11/2025;Empréstimo Pessoal;app;1.180,29;12;6,53;1.863,46;750;-;42;CE;M;Ativo;0;0;NAO
C0036136;VVYK2BVDHPZ;11/09/2025;CREDIARIO;PARCEIRO;328.42;10;6,21;579,38;740;7.550,00;70;SP;F;Quitado;1;1;SIM
C0010839;J444NB96S38;14-07-2025;CREDIARIO;APP;1.410,02;6;8,13;1.938,23;626;3.800,00;39;SP;M;Ativo;0;0;NAO
C0039001;XE2XWG46STW;12-07-2025;Cartão;PARCEIRO;1127.46;6;11,26;R$ 1.590,40;648;1600.00;41;SP;F;Ativo;0;0;NAO
C0029271;Z9ZCZUZU74W;2025-08-08;Cartão;APP;631,54;12;15,35;1.054,64;501;R$ 2.760,00;45;PR;M;Cancelado;1;1;SIM
C0010966;E998LQ23GRN;20/08/2025;cartao;loja;458,30;18;7,87;R$ 829,69;666;4.650,00;40;RJ;M;Ativo;0;0;SIM
C0047323;fht6utaeagk;2025-11-02;Cartão;LOJA;480,15;24;8,12;919,85;583;3.210,00;37;RS;F;Ativo;0;0;NAO
C0028649;YJN8CGZL67J;2025-07-22;Cartão;Parceiro;3.744,08;10;8,31;8.733,91;;1.380,00;27;MG;F;Cancelado;0;0;NAO
C0006724;pmzer6zgh7u;27-10-2025;CARTAO;LOJA;352,07;6;10,35;579,40;565;2.760,00;18;PR;M;Cancelado;0;0;SIM
C0033920;XGYUFA5EK8T;28/06/2025;Empréstimo Pessoal;LOJA;R$ 453,95;12;4,89;479.61;657;NULL;30;DF;M;Ativo;0;0;NAO
C0046057;RUUVYTV5F87;2025-08-22;Emprestimo Pessoal;LOJA;1.154,98;24;8,54;2.489,59;684;NULL;53;MG;M;Ativo;0;0;NAO
C0044569;5NW2AYY4BMW;05/08/2025;CREDIARIO;SITE;290.88;6;13,10;296.28;616;R$ 2.140,00;70;BA;M;Ativo;0;0;NAO
C0008984;VT5629GQK4J;28-06-2025;cdc;LOJA;1.062,31;24;13,23;1176.33;572;1.790,00;18;CE;M;Cancelado;0;0;NAO
C0034402;L85FHN67H3L;15/06/2025;cartao;parceiro;655,59;10;12,45;1.215,18;573;3080.00;46;RJ;M;Ativo;0;0;SIM
C0013683;UZKA5L6V4ZG;2025-07-22;CDC;app;347.02;6;10,21;564,27;505;3.330,00;53;DF;F;Ativo;0;1;SIM
C0018144;LLFQHAUAUGK;16/09/2025;Crediário;App;233.49;6;18,00;379,64;420;3.020,00;41;PR;M;Ativo;0;1;SIM
C0046743;A4E4TLY44QM;09/09/2025;Cartão;site;618.01;9;7,95;R$ 1.334,07;656;5420.00;43;PE;M;Ativo;0;0;NAO
C0032488;MVD46E7QEX6;12/08/2025;Crediário;App;631,06;18;12,06;1.225,59;654;1800.00;25;SP;F;Ativo;0;0;NAO
C0031768;JW887EFGYLD;20/07/2025;EP;parceiro;R$ 546,20;18;11,67;1.075,17;724;4.300,00;43;DF;F;Cancelado;0;0;NAO
C0015105;XV9Y6M354MZ;23/06/2025;Emprestimo Pessoal;Loja;323.32;18;8,81;424,74;683;2.310,00;32;RS;F;Ativo;0;0;NAO
C0028476;YUTHT4QPZVK;28/08/2025;EP;app;1977.26;10;13,06;R$ 4.365,81;599;4.550,00;0;PE;M;Ativo;0;1;SIM
C0037222;H6MXA98V738;16/08/2025;Cartão;site;R$ 729,82;12;9,19;1.416,68;587;2160.00;46;MG;M;Quitado;0;0;NAO
C0027559;SWECLA9RGN4;2025-08-17;Emprestimo Pessoal;APP;1.635,95;24;14,94;2140.61;495;R$ 3.570,00;18;SP;M;Cancelado;0;0;NAO
C0034717;ENCHA84SRGT;2025-09-22;cartao;Loja;586.35;18;6,29;728,64;734;7.850,00;29;RS;F;Cancelado;0;0;NAO
C0040192;WW6NFYCWEUF;27/06/2025;cdc;APP;383,32;12;5,41;R$ 768,75;736;3080.00;69;PE;M;Ativo;0;0;NAO
C0043117;8XHFXEN44V5;2025-09-09;Emprestimo Pessoal;parceiro;1720.47;10;4,54;3357.06;700;4490.00;23;MG;M;Ativo;0;0;NAO
C0004265;A4BWQESMDTB;08/09/2025;Empréstimo Pessoal;loja;1061.18;12;5,31;2.394,20;757;3.070,00;51;RS;M;Cancelado;0;0;NAO
C0042411;8V9U2E39Z5K;31-08-2025;ep;site;R$ 822,95;24;17,54;1.377,20;480;2.010,00;63;GO;M;Ativo;0;1;SIM
C0039126;8EZMECAA8DU;2025-08-01;ep;Loja;1.201,49;10;12,58;1.202,30;489;1.950,00;31;SP;F;Cancelado;0;1;SIM
C0038270; YRY5XQ95MR6 ;10-10-2025;ep;LOJA;933,43;6;6,65;1.151,47;650;1.210,00;53;PA;F;Quitado;0;0;NAO
C0021532;V442W9KN7Z2;13-07-2025;CREDIARIO;loja;656.34;18;11,81;1.296,17;627;4080.00;29;RS;F;Ativo;0;1;SIM
C0049482;SJP2R5C2LME;14/08/2025;Cartão;Loja;559.45;6;13,83;1140.35;520;2.450,00;38;GO;F;Ativo;0;0;SIM
C0021154;GXGWCC9DZYL;26/09/2025;Crediário;App;621.20;10;3,68;1011.12;759;R$ 3.330,00;49;RJ;M;Cancelado;0;0;NAO
C0010341;TEXG36LYT57;23-08-2025;Crediário;Parceiro;561,91;9;3,48;999,83;763;R$ 2.720,00;27;RS;F;Ativo;0;0;NAO
C0020979;KV5V8JTHFDF;26/09/2025;cartao;Parceiro;467,25;3;4,85;603.40;750;R$ 5.090,00;40;RJ;M;Ativo;0;0;NAO
C0043857; WA5Z95GUKYK ;29/07/2025;Emprestimo Pessoal;parceiro;848,52;12;12,21;1491.54;534;1850.00;32;SC;M;Ativo;0;0;NAO
C0040237;HEBNFXP29D3;16-08-2025;Empréstimo Pessoal;APP;1.012,44;18;9,24;1750.48;651;2650.00;53;SP;M;Cancelado;0;0;NAO
C0040348;alea7c5jc3r;22/06/2025;CREDIARIO;APP;588,15;18;8,98;1.214,08;612;2460.00;70;MG;F;Cancelado;0;0;NAO
C0002971;XRH5XNSWE3J;05/12/2025;CARTAO;Parceiro;323,69;6;12,26;669,32;590;;46;BA;M;Quitado;0;0;NAO
C0042330;J7NZDKVF99E;01/07/2025;EP;App;914,99;3;4,06;1682.99;736;1.370,00;18;PE;M;Cancelado;0;0;NAO
C0007772;D9UJPZPCK7M;21-11-2025;Empréstimo Pessoal;loja;963.87;12;7,64;1.104,74;707;5.030,00;68;DF;M;Ativo;0;0;NAO
C0029685;C8FJ5J535GM;15/09/2025;cartao;APP;509,39;9;10,50;967,12;638;1990.00;23;SP;F;Ativo;0;0;NAO
C0046586;wwepawmfzwq;17/09/2025;cartao;Parceiro;942,77;12;13,63;1555.04;527;1.340,00;37;SP;M;Quitado;0;0;SIM
C0015134;43G4UBBLT3D;2025-07-10;Empréstimo Pessoal;Site;850,30;9;12,34;1.265,59;640;3.550,00;33;DF;M;Ativo;0;0;NAO
C0045451;azmqv8q3epv;2025-09-22;CARTAO;site;R$ 925,91;10;17,16;2.094,07;485;1900.00;39;DF;F;Ativo;0;0;NAO
C0040450;QCMBN2VP7G7;14-09-2025;ep;PARCEIRO;378,68;9;9,42;696,61;715;6.740,00;60;SP;F;Ativo;0;0;NAO
C0005948;QWFL5AGW3PC;2025-08-11;EP;app;845,99;18;9,76;1228.82;619;2.650,00;44;SC;M;Ativo;0;0;NAO
C0008465; TNVT5JFPVK9 ;01/08/2025;CARTAO;LOJA;876,66;3;11,19;1.861,91;610;2.170,00;63;MG;F;Ativo;0;0;NAO
C0046928;EQP7MB7EX78;25/06/2025;Emprestimo Pessoal;site;R$ 750,16;6;10,84;816.72;553;3700.00;33;SP;M;Quitado;0;0;NAO
C0007036;C78GNXP3H4T;08-12-2025;Empréstimo Pessoal;loja;1.198,18;6;11,59;R$ 1.875,77;617;2.330,00;37;MG;F;Ativo;0;0;NAO
C0024123;749P766ECUL;28/07/2025;Cartão;loja;R$ 1.606,43;3;8,78;R$ 2.539,58;686;3.370,00;28;MG;M;Ativo;0;0;NAO
C0014598; RQLAWA8EPKG ;2025-10-09;cartao;app;216,31;18;8,36;256,36;675;2.570,00;;SC;M;Ativo;0;0;NAO
C0015247;EMNU2FXUEGM;13/07/2025;CDC;app;1.496,01;24;13,58;1.875,70;546;3.090,00;36;SP;F;Cancelado;0;0;NAO
C0036372; LMXM3QPJWT7 ;11/08/2025;ep;SITE;1242.69;3;11,05;2.749,50;663;2.750,00;37;PR;F;Quitado;0;0;NAO
C0021057;p8u6zsvz3yf;20-10-2025;EP;app;1.016,86;3;4,60;1.801,42;781;3.080,00;47;RJ;F;Ativo;0;0;NAO
C0014411;LNRY4TA5MM4;09/08/2025;CREDIARIO;parceiro;669.70;9;8,11;1311.52;604;-;45;PE;F;Ativo;0;0;NAO
C0022524;52HEJ2S4ZJL;22/09/2025;Empréstimo Pessoal;APP;R$ 538,59;24;9,94;629,38;677;R$ 3.870,00;62;MG;M;Ativo;0;0;NAO
C0048507;2BGSHDYA4XL;2025-06-17;ep;site;942.07;12;7,52;1.312,66;717;-;35;PR;F;Ativo;0;0;NAO
C0019495;2ZJGJEF78SE;15/07/2025;ep;LOJA;R$ 456,50;3;11,95;R$ 583,51;660;3740.00;19;SP;F;Ativo;0;1;SIM
C0049522;XEL2SSCE48Q;31/07/2025;EP;Parceiro;R$ 470,94;12;4,51;473,69;744;R$ 2.410,00;21;RJ;M;Ativo;0;0;NAO
C0015375;VUQYXZLB95J;2025-10-19;CARTAO;app;R$ 827,62;6;18,00;1.813,88;375;NULL;45;SP;F;Quitado;0;1;SIM
C0034682;PDHQLTMZSAB;2025-09-03;CARTAO;APP;R$ 248,61;18;9,60;329,34;559;R$ 5.370,00;47;BA;F;Cancelado;0;0;NAO
C0027978;2T5P62VGR5T;30-09-2025;Crediário;SITE;1317.77;12;10,24;2.983,91;613;1.560,00;38;SP;F;Cancelado;0;0;NAO
C0035214;ANG9CQNHQEY;08/08/2025;CARTAO;APP;668,71;10;2,68;R$ 985,25;840;2.290,00;29;PR;F;Ativo;0;0;NAO
C0024113;YM6FPEBL832;18/07/2025;CARTAO;SITE;505,92;18;4,79;988,23;715;4.540,00;33;DF;M;Ativo;0;0;NAO
C0033377;5LPTL3HHUYH;17/11/2025;Cartão;app;1.631,74;9;15,73;2527.09;558;2.210,00;40;MG;F;Ativo;0;0;NAO
C0024701;983CMULDWKX;14/10/2025;Emprestimo Pessoal;app;429,48;10;11,56;989,70;589;2.380,00;18;RJ;F;Cancelado;0;0;NAO
C0048062;J86LX3WETQR;23/10/2025;Crediário;Parceiro;1.209,70;9;15,30;2.014,78;479;NULL;41;SC;F;Quitado;0;1;SIM
C0039391;XQZDM24TAET;21/06/2025;CDC;parceiro;623,29;6;8,56;680.92;577;2.580,00;25;SC;M;Ativo;0;0;NAO
C0000403;FGUPPRZ5SWZ;17/06/2025;Emprestimo Pessoal;Site;1.057,84;6;7,42;2.481,94;681;2850.00;68;PE;F;Quitado;0;0;NAO
C0014116;YZMAKY3P63D;20/07/2025;Emprestimo Pessoal;App;R$ 823,81;18;6,04;1747.84;696;2.040,00;35;MG;M;Quitado;0;0;NAO
C0012018;KBSWNZPGA53;29/10/2025;ep;Loja;1364.12;12;5,64;2459.22;716;4830.00;48;CE;M;Ativo;0;0;NAO
C0006126; MHG4MJ33HK4 ;16/06/2025;cdc;App;426.25;9;6,43;696,97;807;R$ 600,00;59;BA;M;Ativo;0;0;NAO
C0000114;H6QYPFMC2FN;04-11-2025;Empréstimo Pessoal;site;996,09;9;9,65;1.351,30;549;11.760,00;18;SP;F;Quitado;0;0;NAO
C0014590;TKVMNXMSX76;23/06/2025;Crediário;Loja;642,16;12;5,45;914,04;689;9.170,00;41;SP;M;Ativo;0;0;NAO
